,Word,Count
27759,costelas,5
23160,Mariel,5
14756,dedicação,5
36245,sacerdotes,5
14763,ícones,5
14793,atendendo,5
8509,graúdos,5
27745,DEMOCRACIA,5
23232,bolivarianos,5
14769,favorecidos,5
8581,novinho,5
8582,checar,5
14865,sessenta,5
14675,Bauer,5
14935,comparecimento,5
14655,PSDBA,5
1374,educados,5
14929,atuando,5
23056,VÍDEO,5
41789,Chrome,5
23308,dança,5
8623,Molina,5
8622,convence,5
23298,conservador,5
14673,Mata,5
14676,Armando,5
14705,patrocinadores,5
8404,Jobim,5
14680,adesão,5
23077,divergências,5
8414,expulsou,5
14693,Marta,5
14895,fiança,5
14892,obriga,5
8596,disfarçada,5
33661,picaretas,5
14699,colombiano,5
8430,agricultores,5
15141,reveja,5
8133,inteligentes,5
15527,surpreendendo,5
8911,Setor,5
15386,disponibilizou,5
14317,fraudar,5
1537,custam,5
8962,Joel,5
8961,Urgente,5
8960,telespectadores,5
15378,nora,5
7896,PQP,5
8954,agradeceu,5
31528,PPS,5
15369,nasce,5
14325,trato,5
7915,Amanhã,5
28102,comprometido,5
15351,exibir,5
1531,cerveja,5
7936,quebradeira,5
14343,parente,5
14346,Devemos,5
23598,United,5
7945,quebraquebra,5
14355,rígidas,5
257,crítico,5
8914,Boas,5
22757,assumiria,5
14314,produtores,5
7882,compreendeu,5
7876,pronunciaram,5
33467,MMA,5
9034,especulação,5
1579,142,5
27429,lavado,5
22617,preventivamente,5
22618,infração,5
27432,Consultoria,5
15499,disseminação,5
9026,fábricas,5
7803,estelionatário,5
14270,Ficou,5
15480,bloqueado,5
9013,finanças,5
15403,regional,5
15471,sediada,5
22630,Valente,5
14278,garantida,5
27440,consagrados,5
15448,impediram,5
15447,nela,5
15443,DEPOL,5
7841,pilantras,5
15436,participações,5
22647,esquece,5
31857,escondidos,5
33509,pousada,5
15314,brilho,5
14517,190,5
31784,Movimento,5
22842,aprontando,5
8063,surtos,5
15212,atravessou,5
1493,convidar,5
15208,coca,5
15206,Queria,5
15201,logística,5
8811,lealdade,5
14475,Crianças,5
15194,videoconferência,5
22863,Credit,5
14484,fraudulento,5
22864,Suisse,5
8797,insustentável,5
1338,piedade,5
8094,surdina,5
15182,acostumados,5
8102,acabando,5
15178,eventualmente,5
22867,Salão,5
27978,aplausos,5
36458,nuvens,5
23449,financiaram,5
8778,corretamente,5
15162,empurrãozinho,5
23517,abalada,5
1497,asas,5
15228,obtiveram,5
7994,únicas,5
22768,Tenha,5
36517,Evandro,5
33830,flores,5
1302,consideração,5
30804,Ives,5
15298,Homens,5
8886,perfeito,5
7984,xadrez,5
15291,Carnaval,5
33820,sociedades,5
15290,bombou,5
7998,amparado,5
8841,desafiou,5
27536,Pedido,5
8865,engano,5
8010,semanal,5
8012,diários,5
40050,Guililov,5
23530,piso,5
8023,escravidão,5
8849,estelionato,5
15244,misteriosa,5
15234,remessa,5
8038,Eita,5
33137,Passe,5
7471,arredores,5
6856,furto,5
16716,1980,5
9829,desconforto,5
13702,brigas,5
13701,lar,5
16703,complicações,5
13695,metal,5
16803,pregar,5
13691,lesões,5
16706,agradece,5
34149,Sammi,5
1978,bicho,5
13439,depósitos,5
16595,pleito,5
1875,treta,5
6454,talkshow,5
34117,pregam,5
16797,aceitado,5
27044,votarem,5
27043,disponibiliza,5
6712,concretizar,5
37099,concordam,5
6567,astronômica,5
6565,impressiona,5
21695,sinta,5
33019,Graças,5
2049,gostar,5
13428,rigor,5
13703,xingada,5
1136,criam,5
21675,apareça,5
6681,eminente,5
37105,sushi,5
6583,513,5
6682,especulações,5
16444,consenso,5
6684,portava,5
13530,dedicou,5
21672,Magazine,5
13415,proferida,5
6689,neta,5
6692,Precisava,5
33108,acendeu,5
21825,humanas,5
9932,séculos,5
9746,argumentar,5
13529,globo,5
16698,falcatruas,5
13418,SemTerra,5
6880,cunho,5
24346,roubando,5
31196,pães,5
9926,joelhos,5
6870,Contra,5
9742,definitiva,5
39167,proibidos,5
21805,Iozzi,5
21624,erupção,5
16580,financia,5
6491,pistola,5
21720,drasticamente,5
16517,visibilidade,5
28779,convencional,5
16535,comprimidos,5
6785,faltou,5
21747,portugueses,5
6745,contido,5
21553,abalado,5
1888,aceitamos,5
28889,mordomo,5
21561,piadinha,5
13489,gramas,5
9692,Painel,5
16555,falamos,5
6512,atravessa,5
9868,Brilhante,5
9708,ateu,5
13622,Ltda,5
1909,avós,5
21726,periculosidade,5
6754,holofotes,5
1119,comovente,5
2004,extrapola,5
1053,tempinho,5
28755,neurológico,5
21719,Atlântico,5
97,chorando,5
24315,crenças,5
30651,quisesse,5
9896,declare,5
26886,cancelados,5
16488,maldade,5
21796,154,5
28737,Personalidade,5
6826,derramar,5
16717,liderou,5
9725,prováveis,5
21611,desnecessária,5
13611,moda,5
9723,orienta,5
24275,cobrado,5
13461,PMDBRS,5
6483,denegrir,5
16497,galinhas,5
6732,escoltado,5
24207,Muita,5
16725,compatível,5
21777,Wanessa,5
16728,ficção,5
24185,Índice,5
16775,romper,5
6806,perdoou,5
21830,substituída,5
1117,gostaríamos,5
9788,atacarem,5
21854,Via,5
6613,temporada,5
6900,Ipiranga,5
13547,derrubada,5
9809,borracha,5
16681,aguentar,5
6908,observou,5
26849,humildes,5
21658,anarquistas,5
6665,incriminar,5
16862,antecessor,5
9585,audácia,5
1960,Vereador,5
35632,Adolf,5
13568,relatada,5
28954,CONTRA,5
16869,impostas,5
35700,Oceano,5
13741,fraudulenta,5
16628,Ricco,5
16414,alianças,5
6420,Capitólio,5
9970,devidos,5
16685,veremos,5
6918,desfavor,5
28688,exibição,5
21490,expiloto,5
24101,exércitos,5
39217,anel,5
9582,observação,5
13578,contribuiu,5
33039,transgênicos,5
6427,alegar,5
16823,induzido,5
13740,evasão,5
9814,1600,5
9790,baderna,5
1088,gastam,5
21640,exclusão,5
13725,Coral,5
24095,escárnio,5
16687,postadas,5
21638,mecanismos,5
6674,Greenfield,5
30973,Rivotril,5
9769,aguardam,5
34229,Nery,5
22818,315,4
21604,luzes,4
15458,sinuca,4
40048,Rutland,4
18754,Bope,4
14282,trabalhistas,4
400,influenciado,4
18526,escancarada,4
37898,Fabrício,4
21300,Thammy,4
15376,apurando,4
18749,Evangelho,4
22803,neutro,4
18540,filmando,4
15275,Bergamasco,4
37052,Pry,4
16677,trauma,4
14400,simulações,4
17187,dominar,4
37051,Vincent,4
15267,extinto,4
31427,Depósito,4
19852,Gim,4
12071,prejudicaram,4
19838,jorrar,4
40056,poeta,4
12069,imposta,4
19837,começarão,4
13502,torcedores,4
14410,restam,4
23546,porcentagem,4
12055,ofereceram,4
15266,mudando,4
17093,cumprimentar,4
25266,Idade,4
19831,imenso,4
15457,divino,4
18532,glória,4
23540,auto,4
24277,denunciando,4
12233,Certa,4
12022,F15K,4
12248,desonestidade,4
14446,pareça,4
14448,vendidas,4
18821,genitais,4
14452,exfuncionário,4
19748,estendeu,4
13238,questionando,4
12024,Lancer,4
40096,1987,4
22629,participei,4
37194,Huxley,4
23498,revogada,4
16733,Reserva,4
25375,porcelana,4
35672,mineradoras,4
36469,Thompson,4
22852,arrecadou,4
14464,admitindo,4
24514,Petróleo,4
12018,sobrevoaram,4
12017,supersônicos,4
251,desmascarado,4
12014,Caças,4
15200,envolva,4
21323,exjogador,4
36465,Satanás,4
13167,anunciam,4
15213,Bloomberg,4
18511,buscador,4
18515,estabelecidas,4
12050,colonização,4
12044,fornecidos,4
18520,Fundations,4
25381,cometi,4
31138,receberia,4
36487,del,4
15230,titulares,4
14396,percentuais,4
19795,poderíamos,4
18786,disponibilidade,4
14281,safadeza,4
19776,advogadogeral,4
14280,safada,4
18519,Society,4
18518,Open,4
14429,perplexo,4
35680,PEN,4
14434,ouvi,4
19774,Medina,4
15221,jurisdição,4
16674,casou,4
14436,guardam,4
24463,quitação,4
18517,financiada,4
21602,formato,4
15280,profundidade,4
21282,Loira,4
12084,soviéticos,4
40796,digestivo,4
21619,consertar,4
13193,desconfia,4
36060,colheres,4
23602,1953,4
14345,excessivo,4
24256,unânimes,4
21618,novidades,4
12180,mutante,4
19932,Estes,4
25339,lastimável,4
14352,poeira,4
24507,Gás,4
12131,feminista,4
38423,Island,4
12130,pautas,4
17147,interrupções,4
21221,acontecesse,4
21219,demorando,4
21617,produzindo,4
25341,piscinas,4
14311,varejo,4
15321,pergunto,4
20007,processando,4
19920,enquadra,4
189,privatização,4
37222,1984,4
12179,matado,4
18586,camelô,4
35571,cancerígenas,4
12160,exista,4
23615,tweets,4
22706,barbudo,4
16689,agitador,4
16688,provado,4
18621,controvérsias,4
15380,gritava,4
18622,abater,4
18623,ajudinha,4
13187,furtados,4
25309,abate,4
18597,tirado,4
31259,Godoy,4
23611,armazenagem,4
23606,Jefferson,4
21232,Rua,4
12154,residente,4
36546,intolerante,4
19948,vença,4
15354,Disney,4
31469,bolsões,4
21222,respondi,4
25315,corporativo,4
18590,nua,4
14338,tvs,4
18642,ido,4
15349,Safadeza,4
24261,veterinário,4
19915,Acorda,4
15432,estúdios,4
21275,maracutaias,4
15299,feira,4
22656,emergencial,4
15295,explorado,4
23571,nato,4
13511,gol,4
19893,emoção,4
15424,excelente,4
12095,bloquearam,4
15293,otário,4
13509,Rossi,4
15430,editar,4
15431,jurados,4
12090,colocadas,4
15411,historicamente,4
18544,descobri,4
18707,Xavier,4
15288,definiu,4
23616,defensora,4
19884,Aparece,4
12210,tuitou,4
15282,Morumbi,4
21284,reeleita,4
37870,Stealth,4
19864,Inaldo,4
23634,abusivo,4
12212,espada,4
21626,magnata,4
23627,2019,4
15198,Juízo,4
16704,causadas,4
31258,regressiva,4
15318,puderem,4
15317,centavo,4
20014,Milagres,4
19912,afundando,4
15311,filas,4
35574,toxina,4
23581,convocada,4
36073,pires,4
25344,operacionais,4
15308,matam,4
25292,competições,4
23578,PRISÃO,4
15405,desafios,4
22771,Figo,4
24484,ultimo,4
17130,abandonaram,4
18566,Julho,4
12105,legalizar,4
36054,xícaras,4
13542,contravenção,4
12102,construídas,4
25355,Preste,4
22772,excompanheiro,4
37849,genocida,4
12198,mortalidade,4
16382,indecente,4
15158,harmonia,4
14472,produzidos,4
34985,barganhar,4
24348,balbúrdia,4
14917,emocionalmente,4
16813,Seis,4
40400,Hannigan,4
11779,malucos,4
19142,RedeTV,4
25575,disfarçados,4
16811,desce,4
23057,Alba,4
21415,comentado,4
31440,conflituoso,4
19491,Jornalismo,4
13416,goela,4
14926,perguntado,4
19499,vivos,4
37152,RÚSSIA,4
19468,Sinto,4
16816,Informação,4
14896,responderá,4
16825,cardiologista,4
25597,patriota,4
11757,preencher,4
19178,Tavares,4
38066,EIR,4
19419,grade,4
19175,Estruturadas,4
236,economicamente,4
14898,avisada,4
13403,posicionando,4
13336,reencarnação,4
38042,Cristão,4
11769,comportar,4
19462,Nessas,4
24347,Virou,4
23047,conformou,4
13400,avalanche,4
11790,confissões,4
16941,Quadro,4
36377,arrepender,4
16944,reveladas,4
24339,cigarros,4
19084,Ano,4
11828,defendida,4
19540,Itaquerão,4
24338,17a,4
19075,postando,4
16945,homologado,4
14638,solicitada,4
11835,providência,4
13316,apoiador,4
14977,PSCSE,4
23001,edifícios,4
24341,justificando,4
25535,cedidos,4
23024,Ayrton,4
14657,DEMGO,4
19502,bulhufas,4
34987,Enzzo,4
23314,bizarra,4
19118,Panamá,4
23045,infrações,4
34998,igualmente,4
37153,aumentam,4
14646,publicamos,4
13328,arts,4
16932,Na,4
11812,lutou,4
19511,batismo,4
23042,Bispos,4
23040,retrocesso,4
13341,inquisição,4
40930,Richter,4
21328,ingerido,4
38096,Cohen,4
11711,almirante,4
23166,trâmite,4
14748,elogiando,4
13357,Magrini,4
19293,arquivar,4
19342,sintoma,4
23152,Flamengo,4
14739,generosas,4
19273,abalou,4
13382,voltei,4
19272,pontífice,4
16881,Vaz,4
14737,feroz,4
21482,Distrital,4
19254,siga,4
11710,produzida,4
36287,creio,4
23180,consideravelmente,4
31611,graus,4
19321,Swift,4
11695,trancou,4
14777,CLIQUE,4
11696,chaves,4
25643,desviava,4
14788,21a,4
37125,intestinal,4
14753,Metalúrgicos,4
16871,737,4
16876,atento,4
19304,Organizações,4
23193,BAND,4
25639,disposta,4
24370,superação,4
24382,criei,4
16884,Mineiro,4
234,propondo,4
19246,cristão,4
21462,caísse,4
16841,MinC,4
21460,polegadas,4
21456,540,4
19397,Quito,4
14867,cônjuge,4
25605,desejar,4
14873,desencadeado,4
19207,formais,4
14884,demorou,4
14888,posicionaram,4
14701,abastecido,4
14889,norma,4
19403,CORRUPÇÃO,4
16902,autêntica,4
24358,deposição,4
31279,regularmente,4
11738,estuprador,4
23271,Camilo,4
13353,gênio,4
23259,refugiado,4
16852,Buritis,4
16885,Beatriz,4
23121,Ivete,4
19372,obscuro,4
21466,núcleos,4
23281,cisne,4
16846,Empreendimentos,4
13349,escritos,4
19229,afiliada,4
14855,Senti,4
19223,denunciante,4
14857,Michelzinho,4
19068,anormais,4
11838,anormal,4
38220,apocalipse,4
18916,sequestrado,4
11954,Bombardeiros,4
25420,continuo,4
13261,funcionárias,4
23437,pareceres,4
15139,irritada,4
14533,comandava,4
14531,temporário,4
14528,vinham,4
18922,sequestraram,4
35080,pareciam,4
23439,financiadas,4
18919,cortada,4
13464,arrependo,4
11968,retornaram,4
14521,concorrentes,4
15130,OUTRO,4
22888,Russomano,4
18928,Prefeita,4
15119,demoníaca,4
13462,entalado,4
18960,orientar,4
13463,Caros,4
16996,Utah,4
19637,interessados,4
22897,pulso,4
16999,indiciar,4
18929,cearense,4
11938,povão,4
21372,Cristiana,4
19651,militarmente,4
21359,nomeia,4
18931,Erika,4
40014,Glaucos,4
22885,governamental,4
16769,cuspiria,4
23339,Agnaldo,4
23648,Carrero,4
23462,estudada,4
21334,Medicine,4
15184,praias,4
18878,pornografia,4
21332,Science,4
14485,estragadas,4
16736,acharam,4
12004,Falei,4
18871,falido,4
19704,Karen,4
38299,Taís,4
13245,Tristeza,4
40824,FFAA,4
22854,doado,4
23481,devassa,4
35671,negras,4
39193,gravitacionais,4
11986,Engenheiro,4
11980,súbito,4
18912,desbloqueio,4
21348,tendem,4
21565,pop,4
22873,Onofre,4
19685,Dorneles,4
24455,patrimonial,4
24302,comove,4
17048,editorchefe,4
15176,órbita,4
23459,substituídas,4
11983,Agency,4
17044,entretenimento,4
16750,cusparada,4
14496,liberava,4
13271,passamos,4
15105,AMIGO,4
19627,responsabilizar,4
23415,Andreza,4
36402,idioma,4
13440,cuidava,4
19027,sudeste,4
14613,estupidez,4
19575,oriundos,4
19576,informam,4
37987,controla,4
19579,resumindo,4
35029,Camilla,4
13442,repudiou,4
25499,remetido,4
87,ficasse,4
38238,répteis,4
24429,antiDilma,4
24324,Clique,4
31475,acorda,4
15007,obsoletos,4
15003,enrolou,4
14989,armazenamento,4
19063,regulamentado,4
23341,esvazia,4
595,digitação,4
19550,acatou,4
13315,manifestado,4
11848,educar,4
19555,lavada,4
16800,bradou,4
16946,efetuada,4
13432,isenção,4
14622,Tentamos,4
19047,gratos,4
24333,acórdão,4
13436,capitalista,4
16793,Ultimamente,4
21538,digam,4
36409,Dame,4
16784,lotada,4
25474,constatado,4
19611,gospel,4
16983,batepapo,4
35041,exagerando,4
18986,participaria,4
22921,voltado,4
39796,Schwartz,4
37976,modelos,4
25461,Guiné,4
18982,babá,4
13274,discutindo,4
19616,línguas,4
21540,votem,4
11921,atrapalha,4
25475,Granja,4
22933,Trio,4
40426,múltipla,4
19593,Henriques,4
14588,defendido,4
21394,Redação,4
36419,estudiosos,4
15051,vestir,4
21539,Americanos,4
16786,Junto,4
25487,porretada,4
23399,assistência,4
11889,domicílio,4
19598,Partidário,4
16785,cheios,4
38250,alarmantes,4
14574,compensação,4
22934,Parada,4
20066,sobe,4
22583,solicitei,4
15477,símbolos,4
20636,Mensagens,4
17425,DIREITO,4
12725,habilidades,4
13681,PTSP,4
13686,Vagabundo,4
12732,Televisão,4
12735,Vazou,4
20680,Bravo,4
17847,loira,4
13889,fiscalizações,4
20981,DIS,4
20979,CADEIA,4
35769,rápidas,4
12740,desmembramento,4
12741,mencionados,4
20974,treinos,4
499,distintas,4
24145,municipal,4
13898,argumentando,4
17418,capturou,4
22208,ALERTA,4
17415,Agrícola,4
13028,cuspida,4
16480,retiraram,4
20993,conectado,4
20990,majoritário,4
22201,melhoria,4
503,fundamentação,4
24895,superfaturadas,4
13901,escutas,4
16011,Norris,4
12710,agressivas,4
20667,corrigir,4
24893,roubada,4
17832,Ludmilla,4
16024,Fique,4
12747,SecretariaGeral,4
12781,solenidade,4
16079,Ary,4
20714,Sonia,4
21821,fastfood,4
22143,tenentegeneral,4
24678,acabo,4
31625,atacados,4
17467,esquerdo,4
13870,aderiram,4
20719,apoiados,4
12991,prendia,4
24686,encerrado,4
24011,vinculada,4
16099,REVISTA,4
17790,lula,4
24000,Tomei,4
22151,Pace,4
17830,Balanço,4
16053,penitenciárias,4
20698,sacola,4
22175,escada,4
16473,descontrolada,4
24876,apuraram,4
31234,PTCE,4
16043,providenciando,4
24873,truque,4
17817,letais,4
17456,experientes,4
21816,aparecendo,4
20702,servidora,4
16065,Gastamos,4
13872,fraca,4
16067,emocionado,4
24634,esbravejou,4
36977,Muda,4
18506,aceitos,4
20632,decorativo,4
39524,Hwasong14,4
20489,voltas,4
24952,Conhecida,4
22273,1977,4
18002,fantástica,4
37596,resolvem,4
17990,milagres,4
12650,avisos,4
12651,extraterrestres,4
17989,realizava,4
15933,deitado,4
13051,calculado,4
16507,furtos,4
22262,Jack,4
24619,conforma,4
21767,apelidado,4
12643,sofrerá,4
24610,duvidoso,4
23954,sarcástico,4
18025,publicam,4
24989,crer,4
22298,Alexander,4
38666,dancinha,4
17375,recupere,4
13955,grotesca,4
20480,LAMIA,4
22284,severamente,4
15908,digase,4
18012,extras,4
18008,DAS,4
21754,extermínio,4
13642,passivo,4
12634,duradoura,4
37574,Punggyeri,4
16506,debatendo,4
17391,reconhecem,4
17907,alimentícia,4
21015,cerebrais,4
24629,respondem,4
37549,anistiado,4
17914,ostentação,4
22216,automaticamente,4
17908,chamamos,4
20999,voluntário,4
22225,Greca,4
20623,coligação,4
17886,Já,4
39292,adiantado,4
22214,instantânea,4
20631,Autor,4
39492,cibernéticos,4
17931,falas,4
12677,ordena,4
20532,articula,4
12669,moralmente,4
17960,fino,4
17959,pente,4
15955,cemitério,4
21794,floresta,4
20536,março2016,4
15958,cento,4
12670,retomando,4
22235,Luleco,4
17948,pratica,4
17398,contabilizada,4
12672,sarin,4
35322,vitaminas,4
31412,Chiavon,4
35325,osteoporose,4
16450,bexiga,4
37365,Robério,4
12983,Passou,4
24025,candidatou,4
13780,superado,4
17618,recolheu,4
16296,aderir,4
12877,desenvolvida,4
21944,superando,4
20846,veto,4
17610,discretamente,4
12882,Foal,4
12883,Eagle,4
17522,nocivos,4
17523,Nióbio,4
16307,mencionado,4
21935,ferro,4
16322,CUNHA,4
13737,constituem,4
12872,equipada,4
21947,palavrão,4
21871,extraditar,4
24800,Acompanhado,4
16266,Faço,4
17649,noturnas,4
40576,Pontual,4
17647,Consumidor,4
12857,164A,4
24801,mobilizações,4
17644,cobrados,4
13781,baseiam,4
21965,cheirar,4
16282,noturno,4
17519,acessar,4
17632,Yahoo,4
21866,25102016,4
16294,paralisada,4
16390,Mandato,4
21918,aplaudiram,4
24766,polêmicos,4
21888,Elvira,4
16353,fariam,4
17558,WikiLeaks,4
21896,bolsos,4
24089,127,4
12918,ofensivas,4
17555,Rural,4
24092,Carmem,4
20898,integralmente,4
20886,socorrido,4
21884,Esperamos,4
16374,bloqueiam,4
20889,Coordenador,4
16375,exonerou,4
17544,ressonância,4
24753,roxo,4
12913,criticaram,4
21913,biológicos,4
17525,mineral,4
21912,adotados,4
24083,Walter,4
12900,pressionando,4
17581,Feltrin,4
16333,260,4
17568,Campanha,4
16385,antecipação,4
17560,minas,4
16344,méritos,4
17562,bilionária,4
20905,universalização,4
20884,man,4
13750,Suruba,4
12906,agressor,4
12945,audiências,4
20924,repensar,4
12948,celebridade,4
20739,bagagem,4
24700,irem,4
35822,religiões,4
16448,refúgio,4
20734,portando,4
40588,"Temer
Joesley",4
20737,vistoria,4
20740,passasse,4
17764,Rômulo,4
12810,Otan,4
21828,Neubarth,4
36862,conceitos,4
20959,Pensilvânia,4
12970,fichasuja,4
22086,idas,4
332,atacava,4
20729,Guarulhos,4
20749,Johnny,4
13842,filhote,4
22128,questionados,4
35443,Chomsky,4
16110,abafar,4
24832,valem,4
17782,inteiramente,4
126,divide,4
16113,desdobramentos,4
17771,Sociologia,4
16117,crivo,4
22108,exBBB,4
17778,saio,4
12979,Cuiabá,4
13836,Julia,4
17775,genial,4
16156,ganhado,4
13715,Galileu,4
37428,autismo,4
35423,acampamentos,4
20782,Cemi,4
17699,Penso,4
16230,relativos,4
36916,morriam,4
24810,Combate,4
16245,ouvidas,4
17684,fatalmente,4
17703,enterrado,4
24056,atentos,4
39400,Unifesp,4
38812,People,4
17675,SISTEMA,4
12949,reconhecida,4
21992,Kfouri,4
16213,corporações,4
22020,frágil,4
16160,repassada,4
31623,Catta,4
39304,Matisse,4
36881,Pontífice,4
36968,farto,4
21842,tomaria,4
17721,convivência,4
22027,hetero,4
17713,tweet,4
21850,politico,4
480,aprovados,4
24720,balaio,4
13722,inovar,4
13811,embolsou,4
17709,enigmática,4
13723,Cacique,4
21746,direcionamento,4
20469,Perdi,4
13967,Confiram,4
12440,Deutsche,4
15612,maucaráter,4
18369,Brasil247,4
25149,detida,4
14177,vazada,4
12382,Especiais,4
14176,intercedeu,4
35545,mude,4
17273,POLÍTICOS,4
16609,Militantes,4
23755,históricos,4
18351,chateado,4
12392,brutalmente,4
31116,vistas,4
38533,precauções,4
25140,Diferente,4
13594,contrariou,4
24224,CVM,4
25156,configurar,4
12353,cápsulas,4
12348,Sede,4
36635,intervalos,4
18408,rebeliões,4
14197,Meses,4
23735,Zulu,4
12352,esconderijos,4
37276,Pizzolatti,4
24229,Postalis,4
12356,permissão,4
15587,vesícula,4
15597,articuladores,4
20161,Lourenço,4
21142,murro,4
169,focar,4
16605,improbidade,4
20196,fulano,4
20197,ciclano,4
20220,Naquela,4
22501,óbito,4
12421,vicioso,4
21129,incitar,4
25120,France,4
23795,ÉPOCA,4
20219,pavio,4
18284,1140,4
18302,corrigido,4
16602,delatado,4
21125,distorcer,4
22487,armários,4
21687,mudado,4
22480,naftalina,4
23804,reintegração,4
18299,rodando,4
35946,suicidas,4
14170,arrependimento,4
18317,Apoio,4
23759,compararmos,4
283,colunas,4
35959,Leniza,4
20202,Perfeito,4
35954,recorda,4
12407,certeiro,4
23774,fundou,4
36660,canibalismo,4
15629,célebre,4
25130,Coisa,4
22506,clamou,4
23776,quiserem,4
166,Ademais,4
24538,dominante,4
21671,administrar,4
25181,largada,4
15574,relacionar,4
25219,provam,4
21201,fina,4
25239,quintal,4
12273,alemães,4
22599,ardiloso,4
22598,rastrear,4
35554,Diversas,4
13569,envolvia,4
16662,debater,4
22597,CRIME,4
20086,maletas,4
22596,artifício,4
15538,desligado,4
16652,viverem,4
14259,vermes,4
16658,iate,4
12269,incapazes,4
21645,Chicago,4
15482,dispensada,4
21204,enxerga,4
20067,caçamba,4
18502,FactChecking,4
12258,inesperada,4
25249,Eiffel,4
15481,Procurou,4
40760,brinquedo,4
14267,cólon,4
31209,almas,4
15483,Amo,4
20073,satisfações,4
179,caia,4
17192,detém,4
20075,criatura,4
14258,parasitas,4
36033,1915,4
35986,225,4
38503,Dez,4
14231,graviola,4
23692,Tarde,4
20118,Vicentinho,4
20130,contornos,4
13150,Pingos,4
17237,falará,4
22567,tentavam,4
20114,assina,4
12330,estarei,4
25188,reprimir,4
16624,brecha,4
36013,Anaquim,4
17239,foragido,4
18415,questionável,4
18441,esculacho,4
17234,Tower,4
31617,imperador,4
13155,210,4
16649,apóia,4
12302,Top,4
14246,ganância,4
25211,passaportes,4
20096,artimanhas,4
13571,Belchior,4
38986,sereia,4
20112,Mesa,4
15549,perguntava,4
18451,ficassem,4
15552,resolvi,4
31576,complexa,4
22573,provedor,4
18447,Acha,4
25108,modalidades,4
22478,cacique,4
16541,concentração,4
21118,deixarei,4
13079,fundadores,4
18121,abandono,4
18119,tentarem,4
37650,Principal,4
22369,cruzar,4
20396,masculina,4
31237,OPINIÃO,4
22368,assaltar,4
35715,hidrelétricas,4
20414,orgulhosa,4
22367,cumpanheros,4
15820,acionista,4
14010,protocolos,4
12563,Mariano,4
22359,assustadoras,4
14021,complicando,4
23895,eliminação,4
23891,Gates,4
18147,acordei,4
18159,proporção,4
31506,comunica,4
17336,quantias,4
15800,assumisse,4
13621,Press,4
22374,Sobral,4
15804,criticava,4
18136,forno,4
20363,lindinho,4
18143,macumba,4
15806,sobra,4
21722,1991,4
25015,sediar,4
21474,TODOS,4
22356,pintar,4
35893,pessimismo,4
20420,aprovam,4
13635,ateando,4
22327,expressiva,4
17355,babaca,4
24596,subsídios,4
18050,dividindo,4
36751,Dixon,4
21735,assustados,4
21038,imaginei,4
13072,129,4
18036,ajude,4
16546,proeza,4
35500,islâmicos,4
13972,devedores,4
18033,Metropolitana,4
13971,soma,4
23917,satisfeitos,4
13988,Bradesco,4
31394,APENAS,4
13630,fichas,4
14004,segmentos,4
15837,camburão,4
15846,Mazzini,4
13999,produtora,4
37323,idiomas,4
15852,incluirá,4
21050,Vinte,4
15860,Execução,4
18069,tapas,4
17354,fatalidade,4
15858,reservada,4
37614,ciências,4
31630,enxurrada,4
18062,empurrado,4
18160,fizermos,4
13619,Futebol,4
37311,cego,4
24209,conversaram,4
18257,captou,4
528,divisas,4
14096,exguerrilheira,4
18248,sairia,4
15708,descobertos,4
25096,Pardellas,4
21712,tenentecoronel,4
18259,planta,4
22451,incentiva,4
17302,Voltamos,4
15718,Spitzer,4
36699,psiquiátricos,4
35922,efetivos,4
37712,Bella,4
20250,contraditório,4
17298,Estrela,4
22410,procuração,4
20227,antológica,4
13117,disparados,4
31154,colete,4
22476,encher,4
16592,concorrerá,4
25101,mel,4
22473,lesar,4
36677,canhões,4
20249,estabelecidos,4
20228,ocorria,4
12455,Estratégia,4
23816,Zelada,4
20235,sensata,4
16582,apagado,4
38955,Bibi,4
20267,estátuas,4
13104,Zwi,4
18169,sítios,4
20319,Cid,4
20292,Belém,4
12510,132,4
21075,Quadros,4
37685,Matthew,4
14048,supervisão,4
24558,integra,4
14047,encarregada,4
20287,amém,4
20321,Conversei,4
14045,Cirino,4
20324,liguei,4
20329,cogitam,4
15780,Esportes,4
14037,trambiques,4
20288,Time,4
35536,Medvedev,4
25084,ama,4
14071,Fomos,4
14075,gritavam,4
21092,convém,4
17315,atendida,4
18234,entregando,4
23866,labrador,4
20277,católicos,4
25070,cunhado,4
39577,envolverá,4
21089,diabos,4
21085,Estudante,4
15749,extremista,4
21716,Chefes,4
21718,Tratado,4
22400,juizeco,4
15625,Mamonas,4
30010,CNBB,4
33449,voa,4
27663,Boatos,4
8431,pecuaristas,4
27809,averiguar,4
8436,oportunismo,4
27789,dispostos,4
8450,Dama,4
33688,Pujol,4
27777,gerado,4
27776,CPF,4
27775,boleto,4
27770,versões,4
8497,Mérito,4
8507,conservadora,4
8510,ocupando,4
27740,gigantesca,4
1396,arrogantes,4
8537,Assuntos,4
27713,atuante,4
8560,interceptado,4
8565,nojenta,4
27691,meianoite,4
30859,efetuou,4
41796,Javascript,4
8595,ajustes,4
33737,Sena,4
8609,Progressista,4
8425,preservação,4
33655,estimação,4
27822,discreta,4
8280,Marx,4
8196,burocrático,4
41895,Rogéria,4
27930,PTPR,4
27928,consignados,4
8231,cartilha,4
8237,viado,4
27899,protocolei,4
8249,agraciada,4
1445,absurdas,4
