,Word,Count
75256,careta,3
77277,arquitetônicos,3
75258,amenizou,3
21998,cedinho,3
50187,pentear,3
50188,Taça,3
75259,garrafinha,3
50192,alojamentos,3
118160,Figura,3
55810,hidrovias,3
21259,teleconferência,3
21382,reavalie,3
85189,específica”,3
85190,‘Amigo”,3
55623,Sony,3
85191,abatidas,3
21397,filie,3
95958,Ivaldo,3
21390,“direita”,3
55618,pronome,3
21388,perceptível,3
55615,fortaleceram,3
55625,estrelou,3
50688,Diplomata,3
16886,inconsistências,3
50695,domar,3
75426,Gutiérrez,3
55605,multiplicado,3
89834,imprensa’,3
21353,escavação,3
75430,escudeiro,3
16898,Confrontado,3
95959,vulneráveis”,3
21418,dúbio,3
55662,Soube,3
50640,PARANÁ,3
85995,Leopoldinense,3
77126,subnotificados,3
85180,interestaduais,3
21496,reduzisse,3
21490,restinga,3
89848,partidarizados,3
16853,copiado,3
55648,“esses,3
50638,Discriminação,3
75413,desmentido,3
16869,Urquiza,3
95964,Pacto”,3
21475,sambódromos,3
50646,SUL,3
50647,Arroio,3
16865,trancamento,3
21462,distribuindo,3
55633,procuradoriageral,3
55632,presidências,3
21438,prolonga,3
55585,arrolou,3
95951,Telefônica,3
55580,rescisórias,3
21287,Rowan,3
85211,Rumo,3
55525,incumbidas,3
16938,454,3
95939,Fistel,3
50780,inexperientes,3
16939,455,3
55521,homologa,3
50783,transcorrer,3
85969,Guma,3
21286,Geologia,3
55579,empregatício,3
55514,a primeira,3
21278,ergueram,3
95938,servidão,3
55506,sistêmica”,3
21274,metodicamente,3
55501,“fez,3
75462,perpetração,3
50809,providenciados,3
77081,acachapantes,3
50774,desclassificados,3
21305,mariscos,3
85209,degustações,3
77098,Durão,3
50719,calculadora,3
16908,Condomínio,3
55574,abrirão,3
16911,452,3
50725,DPE,3
55566,desejadas,3
55565,migrações,3
21326,datação,3
75441,918,3
55551,Burundi,3
75446,Inea,3
55544,corintianos,3
50750,Ipat,3
16922,Empreendimento,3
94919,GCHQ,3
77103,barbas,3
21316,compacta,3
85976,tamborim,3
94922,Rid,3
50624,Deus’,3
85176,analfabeta,3
16677,fugiu”,3
86007,coração”,3
50484,PSTU,3
50486,Julieta,3
77171,assombro,3
85158,contestavam,3
21671,preenchidas,3
21655,PSDBRR,3
21652,alcançarem,3
21651,quociente,3
21640,aferido,3
106579,Polet,3
50481,calarão,3
50504,vaginal,3
50505,intrigou,3
55749,desvencilhar,3
50508,teleférico,3
16734,Prevalece,3
55745,Nana,3
89864,entendessem,3
21594,acrescidas,3
95985,Estreou,3
55767,reclamados,3
106562,indefinidas,3
50618,clamar,3
50459,Cerâmica,3
75340,nervosos,3
77187,reverbera,3
50444,étnicos,3
106551,vexames,3
55792,PAT,3
50454,Azulejaria,3
77182,suscetibilidade,3
21704,despropositado,3
21703,Poderíamos,3
55783,Viterbo,3
75353,interpostos,3
21695,licenciados,3
55781,Jardinópolis,3
55779,Bebedouro,3
21692,“situações,3
94880,Bird,3
21691,desincompatibilização,3
55777,PATs,3
21690,uniformização,3
50476,R15,3
55742,"reportagem

O",3
50520,25o,3
21566,auxílioalimentação,3
50600,revistar,3
50587,culpo,3
85997,pulsar,3
89856,procedeu,3
50592,causasse,3
50593,desmobilização,3
16814,cozinhas,3
50596,“intervenção”,3
50597,colaborava,3
55677,falassem,3
50601,Podíamos,3
50533,Floyd,3
16818,dormitório,3
55671,PAZ,3
50609,tentada,3
50611,diáconos,3
75400,mandachuva,3
21517,MDBBA,3
55668,Toyota,3
95972,carismática,3
50616,servos,3
50585,Dendê,3
21532,negligenciado,3
55687,paredes”,3
50581,Riocentro,3
16742,law,3
55727,aromas,3
75377,Solicitação,3
50543,pets,3
21555,versam,3
21551,tuba,3
77156,micoleãodourado,3
77153,apreensiva,3
77152,primatólogos,3
55709,pula,3
50560,subcomandante,3
50562,preservarem,3
21540,Mywebday,3
85999,Paulistana,3
16785,personalização,3
16801,adquirente,3
106610,modista,3
55691,kiko,3
95977,sentencia,3
75742,Settran,3
51627,impactam,3
59047,Fidelito,3
52718,403,3
76059,Normativa,3
53800,bandido”,3
53798,treme,3
18601,preocupação”,3
107921,Cohan,3
76063,Veterinário,3
19385,reafirmação,3
53792,revidaram,3
107913,Sen,3
107912,Amartya,3
53807,cassa,3
52721,Obvio,3
19379,influência”,3
19376,aspectos”,3
76067,Instruções,3
53785,impeçam,3
107428,inofensiva,3
18605,retratação,3
76421,Ebit,3
18610,ingerências,3
19391,questões”,3
18564,1285013,3
19454,badalada,3
18504,cogitando,3
53859,Wini,3
18481,13h39,3
95317,CBEE,3
18488,CONVERSA,3
76456,instituindo,3
18491,SAUD,3
76452,irradiar,3
52653,Paulo’,3
18500,fantasioso,3
76448,“carta,3
19421,hegemônico,3
18515,sonegou,3
53838,degrada,3
52668,PINTO,3
18534,Klein,3
52674,requentada,3
19439,Emanuele,3
53825,Percepção,3
107410,dizendose,3
52686,lousa,3
18613,prorrogava,3
19368,discutiria,3
76071,auditáveis,3
52815,Antônico,3
107472,Adenauer,3
52799,colado,3
53698,Lolita,3
18696,puritanismo,3
18700,“politicamente,3
76399,transcritos,3
52810,espaçotempo,3
52811,flash,3
52812,sóis,3
85689,Gallup,3
76072,Tratamse,3
52817,traqueostomia,3
19309,encanto,3
85684,inadiáveis,3
52821,Richter,3
18716,dear,3
53682,Dupla,3
53680,Dusty,3
52826,réptil,3
76115,Comuns,3
18674,escrivães,3
95551,Lançamentos,3
95552,Francês,3
52782,manifestadas,3
89605,abusava,3
53768,reataram,3
18629,251,3
76076,Originalmente,3
18631,livraram,3
76078,políticoeconômico,3
53762,castigar,3
18646,mitigação,3
52756,inconstitucional”,3
52757,“Sendo,3
53749,Lispector,3
107894,existo,3
52761,“Eis,3
76090,inviabilizando,3
95560,discutissem,3
85693,Public,3
89604,abusadores,3
53722,adocicado,3
76101,lançouse,3
52638,terminada,3
52635,perturbada,3
53673,Dose,3
53984,acreditado,3
19612,rastreando,3
19610,Brasilia,3
52493,explorava,3
18308,Fossati,3
53990,benzedeira,3
19586,recaia,3
52499,desbaratou,3
52502,centralizava,3
19582,oferecemos,3
75993,burla,3
52487,servirem,3
53981,telhas,3
76486,Piketty,3
107342,Yorker,3
52522,guianense,3
76482,indigência,3
18330,antioxidante,3
52529,deportado,3
19567,Gostaríamos,3
19566,ultrapassava,3
95287,silicone,3
18302,mecanicamente,3
18472,morder,3
54027,religiosamente,3
19652,Reiterase,3
52445,fascinou,3
18251,ácidos,3
54032,entregado,3
18262,afrouxar,3
19641,adotamse,3
19640,condizentes,3
95280,destinase,3
76508,sugerirá,3
52460,Goya,3
53997,fera,3
19638,terseia,3
18272,generalizações,3
95282,sapateiro,3
54016,aliviou,3
52473,irradiando,3
54006,benzer,3
54005,Santidade,3
18296,Lazzarini,3
52483,impossibilita,3
52533,invólucros,3
52534,reconduzido,3
52535,alonga,3
18432,examinasse,3
118556,Inhotim,3
52593,Esleys,3
53891,emagrecer,3
52600,baderneiros,3
52601,Isolado,3
53887,Escarpas,3
18421,sobrestamento,3
52608,desmoralizados,3
107960,refletia,3
95314,capivaras,3
53961,xote,3
18462,quebraria,3
53871,substitua,3
85517,abalos,3
107390,Kang,3
52626,estupraram,3
18469,romana,3
52630,Balbino,3
18471,acreditavase,3
85521,ordinários,3
76026,ocultálos,3
18380,2300,3
19500,LLX,3
52581,térrea,3
52538,furioso,3
52539,1550,3
18343,fécula,3
19550,Cercado,3
19536,SPU,3
18355,problemão,3
85715,cabeçaspretas,3
95299,loboguará,3
18369,cozidos,3
53931,vivesse,3
52565,enfraquecidos,3
19521,demitidas,3
52567,tapetão,3
107974,PACIORNIK,3
53925,queria”,3
76019,“existe,3
85505,descalços,3
53917,Uruaçu,3
53912,Disposta,3
19302,vacinados,3
53672,“Pai,3
52439,Wilma,3
53414,Reserve,3
53427,gordas,3
19188,Mora,3
107730,Yuan,3
18940,Duma,3
107729,Guggenhein,3
53421,Woodrow,3
53418,presságio,3
19180,Cangaço,3
18943,assinem,3
95431,Altit,3
95425,Centrad,3
107599,Paralelo,3
53118,recortes,3
19169,aspirantes,3
95433,Morar,3
53396,descompatibilização,3
53127,Baile,3
53131,experimentação,3
89573,Baby,3
95434,empregou,3
95428,Implantar,3
53437,decepcionantes,3
107574,Doomsday,3
76315,poder’,3
19206,Retrato,3
53048,Colorida,3
85655,obeso,3
18891,completadas,3
53466,Lozano,3
53053,Friday,3
53464,Netherton,3
53463,105000000,3
53462,Triumph,3
85577,Limites,3
95485,Espanhol,3
53062,Cantinho,3
95416,dopar,3
53066,Olhar,3
18904,Audiências,3
18905,Naruhito,3
107582,17110,3
53448,desconsidere,3
107746,utilitarista,3
76303,assumam,3
76276,estipulados,3
53142,amplificar,3
89569,Almoço,3
53281,Ismar,3
19106,contagioso,3
19102,Tolstoi,3
76222,“Imagine,3
107634,CBO,3
76227,Varejista,3
53219,anões,3
19019,desconsidera,3
53297,PsolRJ,3
53291,Proinfância,3
53279,procedia,3
53378,progressista”,3
95454,pensados,3
19051,Escuela,3
107651,magnetron,3
19073,Hijo,3
85616,épicas,3
53249,passatempo,3
107660,cruzavam,3
19056,Org,3
53259,Colocar,3
76218,deputadas,3
19108,incredulidade,3
19109,professa,3
85628,Saddler,3
53150,dançarino,3
19140,feitura,3
53368,Perninha,3
118697,exacerbar,3
76273,fissura,3
53164,Oumuamua,3
53166,Mercúrio,3
53359,Acari,3
107697,Sanni,3
89546,“seu,3
18984,detergente,3
53178,denominados,3
53344,reaberta,3
85604,desestimula,3
53342,LagoaBarra,3
118660,Saudi,3
53340,detonado,3
107616,inseguros,3
76211,apuro,3
95410,educaram,3
53038,decoradas,3
18720,realizála,3
95384,prérequisitos,3
107832,desenvolverem,3
53591,Wilker,3
76367,arrependimentos,3
18803,Lafaiete,3
107828,redentor,3
95525,psicótica,3
95524,premium,3
52925,Armazém,3
18806,Venceu,3
19257,anárquico,3
52904,Agenda,3
53576,judaica,3
107529,amamentar,3
95518,produtos”,3
19256,subdesenvolvimento,3
52946,Péricles,3
76350,Duana,3
76349,“Peço,3
53560,juros”,3
76157,plasticidade,3
52906,Projota,3
52901,buscados,3
85657,bravatas,3
18734,presume,3
76119,antiterrorismo,3
18727,other,3
85547,duráveis,3
52846,pegará,3
53659,Espião,3
107869,configurações,3
52849,502,3
53655,impregnado,3
76390,Olidemar,3
52859, no,3
53605,realinhamento,3
107505,Powles,3
18761,resposta”,3
52880, sobre,3
76378,amaram,3
19267,afável,3
76376,trabalhismo,3
52893,carreira”,3
95529,deparando,3
53607,elefante,3
53548,Bretanha,3
19247,caprichada,3
53547,Grã,3
85571,1143,3
76337,RIBEIRO,3
53006,Abaeté,3
18862,fecharmos,3
95502,anorexia,3
89522,homenagem”,3
53497,confirmarem,3
95401,moveram,3
85570,TACs,3
18864,desarticulada,3
53489,Titoto,3
52965,Roubou,3
53022,Casarão,3
76331,ANDRÉ,3
85660,etílico,3
107569,Shelters,3
107570,Bunkers,3
53481,Sertãozinho,3
53033,Tocar,3
53034,Tambor,3
95408,empregadora,3
19219,Wilhelm,3
19220,Reich,3
85664,meiotermo,3
53510,Reservado,3
19240,Escreve,3
52970,saxofonista,3
53536,colocálas,3
53535,predominantes,3
52973,instrumentistas,3
76167,evoluirá,3
107796,emocionaram,3
53529,recessivo,3
19235,antepassados,3
52985,Espanca,3
18845,Tiraram,3
18853,enviála,3
52990,meiaentrada,3
76339,Sejusc,3
53515,honra”,3
52995,audiodescrição,3
52996,Fila,3
53513,sobriedade,3
53512,premiações,3
52443,Sacra,3
54041,setembro”,3
17567,necessitem,3
108241,capitães,3
51863,prospera,3
85402,Corbyn,3
20140,carismáticos,3
54557,negociavam,3
20137,remorso,3
75836,queimaram,3
20128,manipulando,3
51882,inofensivo,3
51885,comoventes,3
51888,Maryland,3
95717,Sonho,3
51890,Alergia,3
51891,Infecciosas,3
17750,VII,3
17754,torrão,3
54532,MONICA,3
118440,Unafisco,3
54530,Marqueteira,3
54529,336,3
20119,manipuladores,3
85824,petróleo”,3
54570,deprime,3
75809,uruguaias,3
51833,acomodálos,3
76719,comercialmente,3
54599,ALEGRE,3
54598,PORTO,3
54597,esquivouse,3
76714,735,3
108261,acostumei,3
51827,pularam,3
51829,fossa,3
85398,gastos”,3
20167,Bad,3
20157,antagonistas,3
17715,“Perdi,3
51839,Criminalistas,3
75820,favelada,3
20166,Breaking,3
76712,populosa,3
17720,pequenininha,3
20160,aprofundam,3
20159,preguiçosos,3
95161,mesquinhos,3
20117,clinicamente,3
54525,CASOS,3
95174,infratora,3
89414,Alexandria,3
54470,prontificaram,3
54467,barqueiros,3
54466,excomandantegeral,3
85418,ríspida,3
54465,D’Albuquerque,3
51970,insensata,3
17843,discutido”,3
51972,agree,3
76665,bloquearem,3
54455,TRF5,3
17766,Cosme,3
54451,Seres,3
76660,699,3
89418,Ronildo,3
17864,servil,3
51985,fronteiriças,3
17886,livre”,3
85796,estreitamento,3
17891,obedeço,3
108187,votamos,3
20090,possuia,3
54471,Fabrízio,3
17830,perdoados,3
54473,Fitipaldi,3
20111,marcadores,3
75850,gude,3
54515,“Perda,3
54509,decoro”,3
17791,acarretaria,3
51924,popa,3
17804,efetuada,3
20101,autodenomina,3
54502,atentatória,3
76681,Resolvemos,3
20099,Side,3
76679,Franthiesco,3
51938,cone,3
54489,normatizar,3
107179,SISTEMA,3
85416,estarrecido,3
51948,gastronômica,3
51950,apartada,3
54477,smoking,3
51815,valeuse,3
76722,eivados,3
54434,rabino,3
54727,Chi,3
54751,Envelhecer,3
85846,“Conheço,3
75759,trafegavam,3
54742,prezam,3
75763,congestionadas,3
51680,embrionária,3
76779,660,3
75765,Piracicabana,3
95755,cachorrinha,3
54726,Tai,3
75757,Tubal,3
20288,benigna,3
75772,imprevistos,3
20281,exterminar,3
51695,jurisprudenciais,3
17607,italianas,3
20278,intuitivo,3
76769,BeiraRio,3
20273,Pinker,3
89716,cigarra,3
76781,391,3
51666,Científicas,3
85832,adiantava,3
17574,emigraram,3
95104,amadurecendo,3
54779,amados,3
51633,corram,3
76792,versão”,3
54775,encorajamento,3
51638,discriminar,3
76791,comprovações,3
54771,ofensivos,3
17573,interessaram,3
76788,PIMENTEL,3
17596,Gerardo,3
76787,GOVERNADOR,3
51650,Getschko,3
51653,fibra,3
95107,defenderei,3
20307,Estética,3
76784,366,3
20305,neuronal,3
51662,“terrorista”,3
85847,retrocedeu,3
54717,590,3
89388,suportes,3
54709,Oliva,3
108294,Wahls,3
51747,dance,3
85837,“Importante,3
51750,acuidade,3
17656,comprovassem,3
17657,7500,3
51753,ovacionado,3
54670,repreensão,3
20220,indiscriminadamente,3
54657,cometam,3
51779,dialético,3
54708,largos,3
75795,contrabandeadas,3
20196,levo,3
54637,Seabra,3
51792,tormenta,3
51799,CineStar,3
17679,amei,3
95149,tirarem,3
54623,pairou,3
17683,Negretti,3
75788,fluindo,3
95128,romancistas,3
89706,ativadas,3
54681,instituição”,3
17631,chaminés,3
54705,almoçando,3
95118,Paradoxalmente,3
17633,diversificado,3
51717,§2o,3
95120,gala,3
95122,perdoava,3
51722,produzirão,3
95746,Português,3
54694,idosas,3
85371,jurisprudencial,3
89712,Ratos,3
89392,engendrada,3
51731,Mandalay,3
85839,‘será,3
54684,requalificação,3
51736,Distância,3
20241,óbvio”,3
51739,Penitenciários,3
20068,documentado,3
20060,descontraída,3
76516,abrimos,3
108075,Brasis,3
52286,Book,3
54202,Sabará,3
18131,extradições,3
54198,“Vários,3
54194,Emergencial,3
19769,intrauterino,3
52299,agrupa,3
54189,Fisicamente,3
52304,contêlos,3
18145,AlegreRS,3
18127,decretolei,3
75926,Zappa,3
76559,adotem,3
108067,milênio,3
107266,Brennand,3
18160,constituiu,3
19747,Jolúzia,3
52329,encaixam,3
19746,Cfemea,3
52334,estenderia,3
52285,Guinness,3
85752,judicializar,3
52220,assassinos”,3
19820,mutilado,3
54259,aguentei,3
52225,MQ9B,3
75898,grossos,3
76579,preservou,3
95236,virgem,3
52240,tripulada,3
89650,pixulecos,3
52245,procuraria,3
107226,utilizouse,3
52251,comandaria,3
19787,Arguição,3
52255,LEAL,3
52257,irreal,3
89447,acintosamente,3
95240,malote,3
18114,DRCI,3
52266,“Touchdown”,3
19809,proponente,3
52274,desabamentos,3
85476,procissões,3
108060,influenciará,3
52336,selado,3
19745,Feministas,3
52413,morena,3
75959,confiei,3
52391,What,3
54083,defensoria,3
52393,Look,3
54077,acompanhante,3
76529,Numur,3
85724,impulsionados,3
18232,demonização,3
19695,vetada,3
107302,instintos,3
118815,integrativa,3
54057,SSPAM,3
54055,Cleitman,3
52420,Vinci,3
54053,lei’,3
19660,totalitários,3
75970,exportando,3
52430,imberbe,3
118797,Rodoban,3
54043,descontinuidade,3
52389,bemapessoado,3
89636,alguma”,3
54088,Decea,3
52383,castanhos,3
85486,ofuscar,3
52344,congruência,3
54132,felinos,3
19741,“falsa,3
52347, das,3
52348,apreciam,3
52349,“Interlagos,3
54130,bichinhos,3
108054,Melchior,3
18175,Javier,3
75946,recrutados,3
54121,especializações,3
54120,canina,3
107280,Gemerson,3
107286,Llosa,3
52373,Fittipaldi,3
18195,uruguaia,3
107287,Esquinas,3
54090,festejos,3
75893,poluído,3
52219,“robôs,3
20059,neuroimagem,3
85445,surpresos,3
54376,Palhaços,3
19932,Evidente,3
54372,Manhãs,3
52087,listaram,3
52089,Poncioni,3
19907,"

Não",3
54368,Espinosa,3
19903,agi,3
52099,articuladas”,3
95208,infantaria,3
52072,871,3
54362,Cordel,3
54361,Divã,3
17949,criticálo,3
85449,instrutores,3
118486,bicheiro,3
52115,enésima,3
52117,rondando,3
52118,desembarcando,3
89429,expresidiários,3
118474,carcaça,3
19954,injustificáveis,3
18091,exocupante,3
20023,Nascia,3
20054,pesquisava,3
85428,detetives,3
17906,cacifar,3
52023,foi ,3
85430,explorador,3
76648,Valls,3
17907,Acreditam,3
20026,entrevistar,3
54410,episcopal,3
76643,Nanterre,3
85438,Desaparecidas,3
20018,Desafiando,3
20012,Wendy,3
54391,broncopneumonia,3
76638,convicções”,3
52059,conveniados,3
54385,sumia,3
54384,desaparecia,3
19984,Mindhunter,3
52065,decretando,3
52121,naturalizando,3
85452,cânion,3
54343,Ciocler,3
85766,Leões,3
54297,aderirem,3
95681,descotização,3
75881,Cascabulho,3
89656,predileções,3
54291,favoreceria,3
75883,Lata,3
52187,elas”,3
54287,workshops,3
95226,Expedicionária,3
18072,desfaça,3
85453,Costeira,3
75886,educam,3
85470,Calábria,3
54278,Macro,3
54273,despontar,3
76586,psíquico,3
18079,equilibre,3
18086,plenas,3
52215,multiuso,3
19832,tipifica,3
18037,transfronteiriços,3
19858,sol”,3
54304,retina,3
18020,radio,3
85454,mapeia,3
19876,“Ministro,3
85456,Oregon,3
17977,maduros,3
17978,posicionam,3
54332,marcado”,3
52144,aditar,3
54330,Xingó,3
19870,"candidatura

Não",3
52149,dispensados,3
89660,argumente,3
52153,Cármem,3
54323,submergiu,3
52158,pátios,3
89436,encanador,3
76610,ultradireitista,3
18010,Jeison,3
54312,madeiras,3
95219,FEB,3
75213,credenciado,3
56133,procuradoras,3
56134,resolutiva,3
96489,Dente,3
47833,odeiam,3
47834,Jenny,3
47835,Fresno,3
119508,Desmond,3
47839,Tucson,3
47843,América”,3
109886,Peanut,3
90193,Cepa,3
96490,dente28gmailcom,3
23919,exsócios,3
119509,Tutu,3
23915,caminhávamos,3
96488,continuados,3
74480,dissuasores,3
105425,grêmio,3
105427,Doyle,3
74486,pulseiras,3
96485,superlotados,3
23899,neutralização,3
105434,Satã,3
74465,compararam,3
47830,espíritos,3
47773,Chacrinha”,3
58169,TNT,3
47784,lojinha,3
23956,deslealdade,3
47788,gravuras,3
23948,“Esperase,3
47795,Barris,3
58172,paulistanas,3
58171,Mattheis,3
109907,nãoproliferação,3
14471,Suriname,3
90197,FOI,3
47827,latinoamericanas,3
58162,deparamos,3
47810,Arts,3
105389,CIEM,3
47815,enfiados,3
84698,afago,3
94320,caracterizados,3
96494,embrenhem,3
47824,enfiar,3
78102,Saveiro,3
105435,“trama”,3
109874,Mount,3
47878,fantásticos,3
58007,Índios,3
23842,reprime,3
23834,repressivo,3
23832,domesticação,3
23831,guetos,3
47950,sequenciamento,3
78055,transporte”,3
23812,ufanismo,3
86339,Francenildo,3
23808,marginalidade,3
14592,apito,3
78083,Planaltina,3
74532,Bicudo,3
57998,relutam,3
47971,incorporava,3
74537,cassações,3
105504,Hilbert,3
74540,mutilados,3
78043,multiúso,3
47986,Editorial,3
57971,desserviço,3
47935,retornarem,3
86345,voadoras,3
23854,anacrônico,3
47931,ordinário,3
58086,ramais,3
74500,surfistas,3
74509,Chapman,3
84707,fiofó,3
23887,Maysa,3
14518,homoafetivas,3
23881,exaltada,3
23874,demasiadamente,3
58057,especificidades,3
14529,começarmos,3
94340,Alberisson,3
14534,dá”,3
58048,humanizada,3
84714,0708,3
94342,Derby,3
74517,Tate,3
119500,indolor,3
105480,Federica,3
47928,inescrupulosos”,3
74429,MAB,3
14432,Conway,3
84727,incertos,3
58336,Machover,3
90229,ribeirinhas,3
94280,contive,3
47632,encarcerar,3
47634,catar,3
14326,começariam,3
78160,maldosamente,3
42178,secreções,3
47641,Vigdor,3
47642,Teitel,3
90227,Anadia,3
14318,Kerry,3
58332,Jon,3
58330,Guevarra,3
58328,juraram,3
58325,tratorista,3
24075,1407,3
58324,Passada,3
105295,Troiano,3
58321,tábua,3
47661,Nolasco,3
47626,aguardem,3
58347,Córdoba,3
109927,instituídos,3
105279,actions,3
86397,precipitado,3
47583,Becker,3
24182,relacionarse,3
14294,embasada,3
109981,Katharina,3
74358,transfusões,3
47591,esperançoso,3
74361,originadas,3
24171,pratiquem,3
58368,educadamente,3
74370,quinhão,3
14300,Resumidamente,3
89023,2410,3
24149,Discutir,3
24147,instado,3
24140,desejaria,3
84648,lerolero,3
24132,limitava,3
74369,dignou,3
58352,Lacio,3
58315,Contraterrorismo,3
74379,cobiça,3
86389,governamos,3
47725,configurase,3
58270,sufocamento,3
96537,Zambon,3
58263,começara,3
84670,balear,3
47716,Hilda,3
24026,obscuridade,3
109934,Torrijos,3
47722,Recreio,3
24018,“Expeçase,3
47726,cênicomusical,3
14356,anárquica,3
58253,Geronimo,3
58242,Abbottabad,3
58240,Pérsico,3
24003,F1000,3
58225,paquistanesas,3
14406,confusas,3
14422,desmentidas,3
47753,geógrafos,3
47757,saberes,3
58273,julgavam,3
24037,1952,3
24042,Absolvido,3
90220,defensivo,3
74380,assaltaram,3
24061,VGBL,3
86386,receosas,3
89030,pároco,3
24059,Gerador,3
74381,despautério,3
105304,Luzio,3
24058,PGBL,3
84661,despencar,3
89033,Ofícios,3
74388,Cargos,3
58289,Raymond,3
89036,utilizará,3
58283,Langley,3
58282,McRaven,3
84665,amadurecida,3
24046,dezesseis,3
86376,utilizado”,3
78137,Próprio,3
78037,futebol”,3
48001,Amir,3
74353,dízimos,3
57717,Cria,3
57759,2411,3
84772,ltd,3
48250,emposse,3
74627,Chernobyl,3
57749,favelados,3
57743,esquina”,3
57730,Patriots,3
57729,England,3
14786,substantivo,3
57714,Anamatra,3
89087,“conversa,3
57713,jogamos,3
74639,Consuni,3
48286,inexequível,3
109699,Zádor,3
57706,Hospitalidade,3
57696,recepcionistas,3
48296,795,3
109689,húngaros,3
94407,designações,3
86306,Datena,3
23589,Linguagem,3
77981,Amém,3
74613,Pripyat,3
105590,Arão,3
74603,Daraa,3
77976,Stedman,3
86315,Mentor,3
109739,Martínez,3
74607,estigmatizadas,3
57797,liberava,3
74610,IRC,3
48211,como um,3
57784,Accioly,3
48237,“Faz,3
57783,Sadala,3
57782,comprometedoras,3
77958,degenerativas,3
57776,defensivas,3
89085,evasivas,3
57768,externou,3
23590,Cinematográfica,3
48234,desarrazoada,3
48236,“natural”,3
109685,enforcado,3
77927,Sheridan,3
105648,oleoduto,3
57614,refeitório,3
48364,Lousiana,3
48365,Harrison,3
48367,Trending,3
14853,emergem,3
14854,ingressam,3
77898,histérica,3
57628,irmandade,3
48374,Manter,3
77895,catarse,3
23497,Antonini,3
77924,Apartamento,3
23496,Regiana,3
23487,Quintanilha,3
77887,Dunkirk,3
14872,Giambiagi,3
14877,celestes,3
84796,confessional,3
96366,derreteu,3
23466,delatada,3
77879,Hugh,3
74662,assiduidade,3
48358,Segurando,3
74660,Amin,3
48355,Blake,3
57682,ABSB,3
14821,fresta,3
57680,Salões,3
14827,surreal”,3
74648,“principalmente,3
74649,vencerá,3
90137,Itaparica,3
77916,Peck,3
109670,opressores,3
77914,Jenkins,3
90133,Agerba,3
57660,legaliza,3
57655,Deodoro,3
74656,computadas,3
57652,VLT,3
57651,despoluição,3
57649,televisores,3
57648,Organizador,3
14842,Bossa,3
57817,Gentil,3
57818,alardeia,3
23788,turbante,3
57909,“menos,3
78032,Petráglia,3
94364,5394,3
57920,distópico,3
90165,Medicamentos,3
86331,Refúgio,3
57914,onipresença,3
48060,Descoberta,3
48063,Tamy,3
48064,Lin,3
94366,‘mas,3
74563,egoístas,3
23714,mostrei,3
74569,ALN,3
23712,orgia,3
48073,networking,3
48080,Lançada,3
48082,empreendemos,3
57894,difundir,3
78021,prostrada,3
78020,visão”,3
57921,manipulam,3
23725,cante,3
77982,DeMille,3
86337,Olivério,3
78034,monopólios,3
23777,terreiros,3
48012,imperícia,3
48013,Taxi,3
23776,Donga,3
84731,vista”,3
48017,colidiram,3
14618,Bumbum,3
14620,estapafúrdias,3
57949,ficções,3
57927,seguidor,3
57947,refrear,3
48025,aconteceriam,3
105529,Ferretto,3
23750,impactado,3
23747,apropriações,3
105533,cartela,3
48040,imaginada,3
23734,chapada,3
57933,escassa,3
48096,recolocação,3
96426,exprimir,3
23689,Sapatão,3
48156,advogava,3
78004,destruíla,3
109777,Iza,3
48140,formatado,3
48142,energia”,3
74590,Popa,3
74592,estatutário,3
117726,Renaud,3
78000,reportada,3
74594,ofertadas,3
117727,Lavillenie,3
57881,fofocas,3
14704,mirabolante,3
77994,aguentaram,3
77993,compartilharem,3
74597,Temem,3
84758,TREMITO,3
77990,valorize,3
48175,“legado”,3
14716,drive,3
48179,“Parte,3
109782,rachar,3
78008,Montgomery,3
14667,dutos,3
48124,cosmética,3
48100,Openeem,3
48102,esboçada,3
78015,melhorar”,3
23681,Sinhô,3
57876,ideias”,3
48108,estruturamos,3
109791,Lôra,3
48110,humano”,3
74584,voluntárias,3
109789,pejorativa,3
57874,sátiras,3
78013,feias,3
78012,perseveramos,3
23678,higienizar,3
48118,mergulharam,3
23677,Origens,3
78010,falhamos,3
48121,loção,3
23675,apalpada,3
47580,subi,3
58388,bandejas,3
56138,MausTratos,3
47065,Frentes,3
58856,chulas,3
58847,voltouse,3
24565,Peste,3
58836,descansava,3
58832,agredilo,3
47058,1001,3
58827,enviamos,3
94131,Luscher,3
88979,dócil,3
58824,necroscópico,3
47036,exerciam,3
84557,enigmático,3
58823,legista,3
13737,cheiros,3
58819,agonizando,3
24557,incuráveis,3
58818,criança”,3
13751,exagerando,3
13754,sentirse,3
13760,arca,3
47037,sorveteria,3
84551,disparasse,3
13679,Aicha,3
13688,evacuados,3
58899,condiciona,3
58898,Despedida,3
74173,40°C,3
105021,andamos,3
74174,refresco,3
46998,Especializado,3
47000,Jaguariúna,3
24601,câncer”,3
78418,Wikileaks,3
13693,Galien,3
74194,Conka,3
24596,subterfúgio,3
58883,usufruto,3
74182,cavados,3
47021,pisos,3
24578,Biologia,3
47025,prestassem,3
78410,Gata,3
13712,Schotte,3
58864,exitosa,3
78379,fantasma”,3
78378,“professor,3
90289,deadline,3
13843,achávamos,3
13831,levanto,3
47131,Att,3
47133,interpretei,3
58766,aplaudiu,3
47137,préjulgamentos,3
