,Unnamed: 0,ID,Veracity,Author,Link,Category,Date,Tokens,Words,Types,Links Inside,Words Uppercase,Verbs,Subjuntive\Imperative Verbs,Nouns,Adjectives,Adverbs,Modal Verbs,Singular\Second Personal Pronouns,Plural First Personal Pronouns,Pronouns,Pausality,Characters,Average Sentence Length,Average Word Length,Percentage of Spelling Errors,Emotiveness,Diversity
924,1831,1831,fake-meta-information,None,https://www.diariodobrasil.org/a-inteligencia-emocional-falou-mais-alto-que-o-q-i-veja-a-resposta-de-marrone-para-a-grosseria-de-jo-soares/,tv_celebridades,2016-12-13 00:00:00,305,254,147,0,4,49,1,61,11,23,4,2,0,25,2.125,1083,10.5833,4.263780000000001,0.0,0.309091,0.5787399999999999
925,1832,1832,fake-meta-information,None,https://www.diariodobrasil.org/colunista-do-globo-diz-que-delatores-da-odebrecht-estao-sofrendo-ameacas-de-morte/,tv_celebridades,2016-12-13 00:00:00,89,78,63,0,1,14,0,21,6,1,5,0,0,6,1.22222,393,8.66667,5.03846,0.0,0.2,0.807692
926,1833,1833,fake-meta-information,None,https://www.diariodobrasil.org/calheiros-extrapola-todos-os-limites-e-tenta-acabar-com-o-ministerio-publico/,politica,2016-12-13 00:00:00,188,163,110,0,2,26,0,50,8,3,4,0,0,11,2.27273,798,14.8182,4.89571,0.0,0.14473699999999998,0.674847
927,1834,1834,fake-meta-information,None,https://www.diariodobrasil.org/os-principais-beneficiarios-de-repasses-da-odebrecht-e-seus-respectivos-codinomes-partes-45-e-6/,politica,2016-10-12 00:00:00,423,332,179,1,68,37,2,107,4,5,7,0,0,7,2.39474,1490,8.736839999999999,4.48795,0.006024100000000001,0.0625,0.539157
928,1835,1835,fake-meta-information,None,https://www.diariodobrasil.org/roberto-carlos-e-jo-soares-chorando-juntos-em-uma-cancao-o-brasil-se-emocionou-com-eles/,tv_celebridades,2016-10-12 00:00:00,57,51,39,0,1,9,1,16,2,1,0,0,0,7,1.0,225,8.5,4.41176,0.0,0.12,0.764706
929,1836,1836,fake-meta-information,None,https://www.diariodobrasil.org/michel-temer-aparece-na-planilha-da-odebrecht-com-o-codinome-sem-medo09/,politica,2016-09-12 00:00:00,305,257,143,2,9,35,0,80,9,12,6,0,0,6,4.36364,1239,23.3636,4.82101,0.00389105,0.182609,0.55642
930,1837,1837,fake-meta-information,None,https://www.diariodobrasil.org/marina-quer-novas-eleicoes-de-4-em-4-anos-ela-aparece-para-ajudar-lula-a-rede-e-pt45/,politica,2016-12-12 00:00:00,288,237,142,0,7,48,1,67,17,11,3,0,0,14,3.1875,1052,14.8125,4.43882,0.00843882,0.24347800000000003,0.599156
931,1838,1838,fake-meta-information,None,https://www.diariodobrasil.org/tragicomico-deputado-se-irrita-ao-ser-identificado-como-todo-feio-e-chama-delator-de-todo-mentiroso/,politica,2016-11-12 00:00:00,204,166,113,0,2,30,3,46,7,5,4,2,0,10,2.71429,788,11.8571,4.74699,0.0,0.157895,0.680723
932,1839,1839,fake-meta-information,None,https://www.diariodobrasil.org/justica-e-denunciado-por-lavagem-de-dinheiro-e-corrupcao-passiva-pgr-quer-a-perda-da-funcao-publica-do-senador/,politica,2016-12-12 00:00:00,156,127,86,0,6,18,0,44,7,7,2,0,0,3,2.63636,609,11.5455,4.79528,0.0,0.225806,0.677165
933,184,184,fake-meta-information,None,https://afolhabrasil.com.br/religiao/bispo-catolico-diz-que-homossexualidade-e-dom-de-deus/,religiao,2017-08-02 00:00:00,244,213,132,0,1,44,2,59,7,12,7,0,0,20,3.1,997,21.3,4.68075,0.00469484,0.18446600000000002,0.619718
934,1840,1840,fake-meta-information,None,https://www.diariodobrasil.org/general-que-chamou-brasileiros-de-malucos-deu-um-tiro-no-pe-ele-sera-o-primeiro-a-cair-depois-que-temer-renunciar/,politica,2016-12-12 00:00:00,300,262,158,0,3,43,1,69,11,12,6,0,0,19,2.0,1236,13.7895,4.71756,0.0,0.205357,0.603053
935,1841,1841,fake-meta-information,None,https://www.diariodobrasil.org/advogado-de-lula-tenta-tumultuar-audiencia-e-toma-catracada-de-sergio-moro-o-senhor-respeite-o-juizo14/,tv_celebridades,2016-12-12 00:00:00,22,17,16,0,0,4,1,6,0,0,0,0,0,0,1.66667,84,5.66667,4.94118,0.0588235,0.0,0.941176
936,1842,1842,fake-meta-information,None,https://www.diariodobrasil.org/governador-de-mg-e-flagrado-comprando-cuecas-de-luxo-em-shopping-de-sp-faliu-minas-e-vem-gastar-dinheiro-aqui/,tv_celebridades,2016-09-12 00:00:00,95,75,55,0,2,16,0,22,3,5,5,0,0,5,5.0,340,18.75,4.53333,0.0,0.21052600000000002,0.733333
937,1843,1843,fake-meta-information,None,https://www.diariodobrasil.org/os-principais-beneficiarios-de-repasses-da-odebrecht-e-seus-respectivos-codinomes-parte-3/,politica,2016-10-12 00:00:00,176,149,98,0,15,20,1,44,5,4,7,0,0,4,2.45455,675,13.5455,4.5302,0.0,0.140625,0.657718
938,1844,1844,fake-meta-information,None,https://www.diariodobrasil.org/os-principais-beneficiarios-de-repasses-da-odebrecht-e-seus-respectivos-codinomes-parte-1/,politica,2016-10-12 00:00:00,215,175,119,0,14,24,4,56,6,4,2,0,0,11,2.3529400000000003,913,10.2941,5.2171400000000006,0.0,0.125,0.68
939,1845,1845,fake-meta-information,None,https://www.diariodobrasil.org/fim-da-linha-odebrecht-coloca-a-empresa-em-primeiro-lugar-e-da-adeus-a-lula-tchau-papudo/,politica,2016-10-12 00:00:00,112,98,77,0,2,17,1,27,8,5,4,0,0,2,1.55556,546,10.8889,5.57143,0.0,0.295455,0.785714
940,1846,1846,fake-meta-information,None,https://www.diariodobrasil.org/os-principais-beneficiarios-de-repasses-da-odebrecht-e-seus-respectivos-codinomes-parte-2/,politica,2016-10-12 00:00:00,111,97,75,0,10,10,1,35,6,1,0,0,0,5,2.33333,493,16.1667,5.08247,0.0,0.155556,0.773196
941,1847,1847,fake-meta-information,None,https://www.diariodobrasil.org/quem-e-o-cidadao-que-telefonou-para-o-juiz-sergio-moro-e-disse-cuidado-voce-nao-e-deus08/,politica,2016-08-12 00:00:00,215,180,115,0,1,39,2,47,3,9,4,3,0,18,2.33333,788,12.0,4.3777800000000004,0.0,0.139535,0.638889
942,1848,1848,fake-meta-information,None,https://www.diariodobrasil.org/briga-sem-fim-jornalista-ataca-zeze-di-camargo-no-twitter-ele-traiu-a-atual-namorada-e-ainda-quebrou-o-bilau/,tv_celebridades,2016-08-12 00:00:00,142,116,92,1,4,20,3,32,3,11,2,0,0,3,2.88889,522,12.8889,4.5,0.00862069,0.269231,0.793103
943,1849,1849,fake-meta-information,None,https://www.diariodobrasil.org/acabou-por-6-votos-a-3-stf-decide-que-renan-calheiros-continua-na-presidencia-do-senado/,politica,2016-07-12 00:00:00,139,119,83,0,5,20,2,39,0,4,1,0,0,4,2.8571400000000002,587,17.0,4.93277,0.0,0.0677966,0.697479
944,185,185,fake-meta-information,None,https://afolhabrasil.com.br/religiao/edir-macedo-diz-que-jesus/,religiao,2017-08-01 00:00:00,351,301,140,1,4,50,2,90,14,17,4,1,0,19,2.77778,1440,16.7222,4.78405,0.00332226,0.221429,0.465116
945,1850,1850,fake-meta-information,None,https://www.diariodobrasil.org/pf-investiga-ex-ministro-petista-suspeito-de-desviar-r-102-milhoes-e-encontra-emails-enviados-para-toffoli/,politica,2016-07-12 00:00:00,125,115,73,1,6,17,0,39,4,1,2,0,0,2,1.4285700000000001,552,16.4286,4.8,0.0173913,0.0892857,0.634783
946,1851,1851,fake-meta-information,None,https://www.diariodobrasil.org/um-cara-de-sorte-investigacao-da-pf-descobre-que-filho-de-lula-recebeu-r-10-milhoes12/,politica,2016-09-12 00:00:00,168,148,100,0,7,20,0,45,5,7,3,0,0,3,2.5,755,18.5,5.10135,0.0,0.184615,0.675676
947,1852,1852,fake-meta-information,None,https://www.diariodobrasil.org/crueldade-homem-estaciona-caminhonete-e-arremessa-cao-por-cima-de-muro-como-se-fosse-uma-carga/,sociedade_cotidiano,2016-09-12 00:00:00,193,171,119,0,3,27,3,52,6,4,1,0,0,9,1.83333,777,14.25,4.54386,0.0,0.126582,0.695906
948,1853,1853,fake-meta-information,None,https://www.diariodobrasil.org/de-acordo-com-o-artigo-330-do-cod-penal-ministro-marco-aurelio-pode-mandar-prender-renan-por-ate-15-dias23/,politica,2016-06-12 00:00:00,128,112,79,0,0,20,0,32,11,4,4,0,0,4,1.77778,515,12.4444,4.59821,0.00892857,0.288462,0.705357
949,1854,1854,fake-meta-information,None,https://www.diariodobrasil.org/o-intocavel-porque-o-presidente-do-senado-e-o-homem-mais-poderoso-da-politica-brasileira/,politica,2016-08-12 00:00:00,289,245,159,0,6,38,1,63,16,20,4,0,0,21,2.44444,1174,13.6111,4.7918400000000005,0.0122449,0.35643600000000003,0.64898
950,1855,1855,fake-meta-information,None,https://www.diariodobrasil.org/reporter-da-globo-coloca-renan-contra-a-parede-e-senador-responde-proxima-pergunta/,politica,2016-06-12 00:00:00,121,97,66,0,0,19,0,30,7,3,2,0,0,2,4.0,481,16.1667,4.95876,0.0,0.20408199999999999,0.680412
951,1856,1856,fake-meta-information,None,https://www.diariodobrasil.org/renan-afronta-stf-e-se-recusa-a-deixar-a-presidencia-do-senado/,politica,2016-06-12 00:00:00,141,122,87,0,3,20,0,39,3,2,2,0,0,7,3.16667,603,20.3333,4.94262,0.0,0.08474580000000001,0.7131149999999999
952,1857,1857,fake-meta-information,None,https://www.diariodobrasil.org/camara-votando-projeto-na-madrugada-senado-desacatando-ordens-ministros-do-stf-se-atacando/,sociedade_cotidiano,2016-06-12 00:00:00,273,235,168,0,4,37,2,75,9,9,5,0,0,15,1.80952,1159,11.1905,4.93191,0.0,0.16071400000000002,0.7148939999999999
953,1858,1858,fake-meta-information,None,https://www.diariodobrasil.org/suprema-corte-julga-renan-calheiros-assista-ao-vivo/,politica,2016-07-12 00:00:00,24,20,18,0,0,5,2,5,1,1,0,0,0,1,1.33333,103,6.66667,5.15,0.0,0.2,0.9
954,1859,1859,fake-meta-information,None,https://www.diariodobrasil.org/renan-esta-no-senado-trabalhando-normalmente-ele-esta-pouco-se-lixando-para-o-julgamento-do-stf/,politica,2016-07-12 00:00:00,88,76,55,0,2,17,1,21,2,8,3,0,0,4,1.5,395,9.5,5.197369999999999,0.0,0.263158,0.723684
955,186,186,fake-meta-information,None,https://afolhabrasil.com.br/religiao/suzane-richthofen-quer-virar-pastora-evangelica/,religiao,2017-06-07 00:00:00,308,271,157,0,1,54,0,77,6,4,7,0,0,16,2.6428599999999998,1277,19.3571,4.71218,0.0,0.0763359,0.579336
956,1860,1860,fake-meta-information,None,https://www.diariodobrasil.org/noiva-aluga-helicoptero-para-chegar-de-surpresa-no-casamento-e-aeronave-cai-em-sp/,sociedade_cotidiano,2016-04-12 00:00:00,235,200,132,0,2,33,0,58,6,7,0,1,0,9,2.1875,937,12.5,4.685,0.0,0.14285699999999998,0.66
957,1861,1861,fake-meta-information,None,https://www.diariodobrasil.org/lima-duarte-lula-e-um-imbecil-e-dilma-nunca-esteve-preparada-para-nos-governar/,tv_celebridades,2016-04-12 00:00:00,86,71,56,0,0,14,1,17,3,5,1,0,1,12,2.5,302,11.8333,4.25352,0.0,0.258065,0.788732
958,1862,1862,fake-meta-information,None,https://www.diariodobrasil.org/ator-de-48-anos-sofre-parada-cardiaca-no-palco-e-publico-aplaude-pensando-que-se-tratava-de-uma-encenacao/,tv_celebridades,2016-06-12 00:00:00,109,97,71,0,1,19,0,30,1,6,1,0,0,4,1.33333,478,10.7778,4.92783,0.0,0.14285699999999998,0.731959
959,1863,1863,fake-meta-information,None,https://www.diariodobrasil.org/senador-que-assume-o-lugar-de-renan-foi-flagrado-chamando-sergio-moro-e-delegados-da-pf-de-bandidos/,politica,2016-06-12 00:00:00,642,548,269,0,30,127,8,120,18,40,20,6,2,69,1.8431400000000002,2428,10.7451,4.43066,0.0,0.23481799999999997,0.49087600000000003
960,1864,1864,fake-meta-information,None,https://www.diariodobrasil.org/se-o-brasil-nao-apoiar-a-lava-jato-vagabundos-tomarao-conta-de-tudo-assista-o-video-da-transparencia-internacional/,politica,2016-04-12 00:00:00,66,58,50,0,0,11,2,17,2,3,3,0,0,4,1.33333,292,9.66667,5.03448,0.0,0.178571,0.8620690000000001
961,1865,1865,fake-meta-information,None,https://www.diariodobrasil.org/presidente-cogita-demitir-o-diretor-geral-da-pf-se-ele-acender-o-pavio-sera-o-primeiro-a-explodir/,politica,2016-05-12 00:00:00,212,187,128,0,4,30,4,52,10,10,3,0,0,6,1.78571,890,13.3571,4.75936,0.0,0.243902,0.684492
962,1866,1866,fake-meta-information,None,https://www.diariodobrasil.org/porque-um-ministro-do-stf-se-porta-dessa-forma-quem-criou-as-10-medidas-e-um-cretino-absoluto/,politica,2016-02-12 00:00:00,144,121,87,0,3,22,1,32,4,8,3,2,0,12,2.55556,558,13.4444,4.6115699999999995,0.0,0.22222199999999998,0.719008
963,1867,1867,fake-meta-information,None,https://www.diariodobrasil.org/mendes-chama-protesto-de-magistrados-de-coisa-engracada-e-toma-lambada-antologica-de-carmen-lucia/,politica,2016-02-12 00:00:00,183,149,104,0,2,25,1,42,7,6,2,0,1,8,3.09091,727,13.5455,4.87919,0.0,0.19403,0.697987
964,1868,1868,fake-meta-information,None,https://www.diariodobrasil.org/comeca-o-desmonte-do-pmdb-dois-ministros-de-temer-aparecem-nas-primeiras-delacoes-da-odebrecht/,politica,2016-02-12 00:00:00,121,96,72,1,3,13,1,34,2,2,0,1,0,4,2.5,480,9.6,5.0,0.0208333,0.0851064,0.75
965,1869,1869,fake-meta-information,None,https://www.diariodobrasil.org/oab-quer-renan-fora-do-senado-imediatamente/,politica,2016-02-12 00:00:00,161,138,91,0,5,23,5,41,6,5,3,0,0,7,2.09091,692,12.5455,5.01449,0.0,0.171875,0.65942
966,187,187,fake-meta-information,None,https://afolhabrasil.com.br/religiao/evangelico-invade-igreja-catolica-e-destroi-imagem-de-maria/,religiao,2017-06-02 00:00:00,331,284,187,0,1,46,0,79,11,14,10,2,0,20,2.61111,1331,15.7778,4.68662,0.0,0.2,0.658451
967,1870,1870,fake-meta-information,None,https://www.diariodobrasil.org/lucas-lucco-faz-linda-homenagem-a-chapecoense-vai-ter-um-jogo-la-no-ceu-e-ao-inves-de-gol-os-anjos-gritam-amem/,tv_celebridades,2016-03-12 00:00:00,139,115,72,0,1,23,1,31,2,6,5,2,0,9,2.4,450,11.5,3.91304,0.0,0.148148,0.626087
968,1871,1871,fake-meta-information,None,https://www.diariodobrasil.org/a-colombia-inteira-parou-para-ajudar-os-brasileiros-no-brasil-ratos-invadiram-o-congresso-durante-a-madrugada/,sociedade_cotidiano,2016-03-12 00:00:00,255,216,146,1,2,30,1,57,15,15,5,0,0,12,2.29412,1090,12.7059,5.0463,0.0,0.344828,0.675926
969,1872,1872,fake-meta-information,None,https://www.diariodobrasil.org/ao-vivo-sergio-moro-dando-aula-de-direito-para-os-senadores/,politica,2016-01-12 00:00:00,46,40,30,0,1,4,0,18,2,0,0,0,0,1,1.5,188,10.0,4.7,0.0,0.0909091,0.75
970,1873,1873,fake-meta-information,None,https://www.diariodobrasil.org/pediram-para-nao-citar-o-nome-do-presidente-no-microfone-a-que-ponto-chegou-o-brasil/,sociedade_cotidiano,2016-03-12 00:00:00,371,318,195,0,4,57,4,79,14,13,6,8,0,40,1.65625,1435,9.9375,4.512580000000001,0.0,0.19852899999999998,0.613208
971,1874,1874,fake-meta-information,None,https://www.diariodobrasil.org/cobra-engolindo-cobra-folha-diz-que-nome-de-fhc-para-presidente-ja-esta-sendo-cogitado-no-psdb/,politica,2016-01-12 00:00:00,170,146,100,0,8,32,2,45,4,7,8,0,0,5,1.84615,692,11.2308,4.739730000000001,0.0,0.14285699999999998,0.684932
972,1875,1875,fake-meta-information,None,https://www.diariodobrasil.org/renan-toma-uma-sapatada-ao-dizer-que-juiz-italiano-era-corrupto-so-virou-corrupto-depois-que-se-tornou-politico/,politica,2016-01-12 00:00:00,173,147,99,0,2,32,0,37,6,8,4,2,0,14,2.88889,733,16.3333,4.98639,0.0136054,0.202899,0.673469
973,1876,1876,fake-meta-information,None,https://www.diariodobrasil.org/riquelme-e-ronaldinho-lendas-do-futebol-podem-deixar-a-aposentadoria-para-jogar-pela-chapecoense/,tv_celebridades,2016-01-12 00:00:00,101,89,68,0,0,18,0,28,3,2,5,0,0,5,1.71429,454,12.7143,5.10112,0.011236,0.108696,0.764045
974,1877,1877,fake-meta-information,None,https://www.diariodobrasil.org/suicidio-politico-o-congresso-brasileiro-provou-ao-povo-que-o-brasil-nao-precisa-de-deputados/,politica,2016-01-12 00:00:00,92,78,59,0,8,10,0,24,2,4,1,0,0,2,2.0,421,11.1429,5.3974400000000005,0.0,0.17647100000000002,0.75641
975,1878,1878,fake-meta-information,None,https://www.diariodobrasil.org/lindinho-fica-nervoso-e-ataca-sergio-moro-no-senado/,politica,2016-01-12 00:00:00,231,193,122,0,0,39,2,53,15,10,3,0,0,10,2.23529,911,11.3529,4.72021,0.0,0.271739,0.632124
976,1879,1879,fake-meta-information,None,https://www.diariodobrasil.org/o-deputado-lorenzoni-esta-no-senado-ele-luta-sozinho-para-salvar-o-brasil-das-organizacoes-criminosas/,politica,2016-11-30 00:00:00,64,54,43,0,0,11,1,16,3,3,0,0,0,3,1.4285700000000001,268,7.714289999999999,4.96296,0.0,0.22222199999999998,0.796296
977,188,188,fake-meta-information,None,https://afolhabrasil.com.br/religiao/jesus-foi-o-primeiro-travesti-da-historia-afirma-pastor-gay/,religiao,2017-06-30 00:00:00,479,403,238,0,8,70,2,120,22,19,6,3,1,38,3.16667,1848,16.7917,4.58561,0.00744417,0.21578899999999998,0.590571
978,1880,1880,fake-meta-information,None,https://www.diariodobrasil.org/senadores-se-unem-contra-renan-e-nao-aprovam-votacao-de-emergencia/,politica,2016-11-30 00:00:00,79,68,50,0,1,8,0,23,2,4,1,0,0,2,2.2,329,13.6,4.83824,0.0,0.193548,0.735294
979,1881,1881,fake-meta-information,None,https://www.diariodobrasil.org/renan-cospe-na-cara-do-brasileiro-e-ameaca-a-lava-jato-o-mais-impressionante-e-que-o-stf-esta-mudo1901/,politica,2016-01-12 00:00:00,369,323,193,1,2,66,3,91,17,13,10,0,0,17,2.875,1605,20.1875,4.969040000000001,0.0,0.191083,0.5975229999999999
980,1882,1882,fake-meta-information,None,https://www.diariodobrasil.org/apos-compactuar-com-anistia-a-corruptos-na-calada-da-noite-presidente-diz-que-ira-a-velorio-coletivo-em-chapeco/,politica,2016-01-12 00:00:00,206,176,116,0,4,30,3,53,9,10,5,0,0,11,3.0,878,17.6,4.98864,0.0,0.22891599999999998,0.659091
981,1883,1883,fake-meta-information,None,https://www.diariodobrasil.org/urgencia-na-votacao-de-ontem-no-senado-teve-um-mentor-afirma-jornal/,politica,2016-01-12 00:00:00,137,117,76,1,6,20,0,39,4,6,3,0,0,4,2.8571400000000002,537,16.7143,4.58974,0.0,0.169492,0.649573
982,1884,1884,fake-meta-information,None,https://www.diariodobrasil.org/deputado-confessa-nao-estamos-preocupados-com-reeleicao-estamos-preocupados-em-nao-sermos-presos/,politica,2016-01-12 00:00:00,134,106,77,1,0,31,1,24,2,9,2,0,0,12,2.33333,549,8.83333,5.17925,0.0,0.2,0.7264149999999999
983,1885,1885,fake-meta-information,None,https://www.diariodobrasil.org/aos-29-anos-sisy-arias-fazia-seu-primeiro-voo-como-copiloto-civil/,tv_celebridades,2016-01-12 00:00:00,346,307,198,0,0,64,2,75,18,21,6,4,2,34,1.5,1432,11.8077,4.66449,0.0,0.28057600000000005,0.644951
984,1886,1886,fake-meta-information,None,https://www.diariodobrasil.org/midia-da-colombia-informa-que-piloto-da-lamia-nao-informou-a-torre-sobre-falta-de-combustivel/,tv_celebridades,2016-11-30 00:00:00,293,249,141,0,4,43,1,76,9,10,6,0,0,15,2.2,1153,12.45,4.63052,0.00803213,0.159664,0.566265
985,1887,1887,fake-meta-information,None,https://www.diariodobrasil.org/lista-com-nomes-dos-parlamentares-que-assassinaram-a-lava-jato/,politica,2016-11-30 00:00:00,52,44,33,0,0,5,0,17,1,1,0,0,0,3,2.0,230,11.0,5.22727,0.0,0.0909091,0.75
986,1888,1888,fake-meta-information,None,https://www.diariodobrasil.org/contraste-enquanto-manifestantes-e-pm-se-confrontavam-engravatados-se-divertiam-em-um-regabofe/,politica,2016-11-30 00:00:00,56,47,38,0,3,7,0,12,3,3,0,0,0,5,1.5,246,7.83333,5.23404,0.0,0.315789,0.808511
987,1889,1889,fake-meta-information,None,https://www.diariodobrasil.org/forca-tarefa-da-lava-jato-agimos-com-transparencia-e-clareza-em-uma-noite-eles-colocaram-tudo-a-perder/,politica,2016-11-30 00:00:00,104,90,67,0,0,17,1,26,2,0,1,0,0,4,2.33333,445,15.0,4.94444,0.0,0.0465116,0.744444
988,189,189,fake-meta-information,None,https://afolhabrasil.com.br/religiao/projeto-de-lei-quer-mostrar-imagens-do-feto-para-mulheres-que-vao-abortar/,religiao,2017-06-27 00:00:00,297,268,156,0,3,41,5,77,13,12,6,0,0,8,2.63636,1189,24.3636,4.43657,0.0,0.211864,0.58209
989,1890,1890,fake-meta-information,None,https://www.diariodobrasil.org/renan-declara-guerra-ao-judiciario-e-quer-votar-projeto-que-salva-criminosos-ainda-esta-noite/,politica,2016-11-30 00:00:00,85,75,60,0,0,14,0,20,4,6,0,0,0,6,1.4285700000000001,374,10.7143,4.986669999999999,0.0133333,0.294118,0.8
990,1891,1891,fake-meta-information,None,https://www.diariodobrasil.org/renan-virou-um-ditador-no-senado-ele-esta-dando-ordens-para-todo-mundo-ele-nao-escuta-ninguem/,politica,2016-11-30 00:00:00,51,43,33,0,0,11,1,8,0,4,2,0,0,11,1.6,191,8.6,4.44186,0.0,0.21052600000000002,0.767442
991,1892,1892,fake-meta-information,None,https://www.diariodobrasil.org/midia-internacional-destaca-o-vidente-carlinhos-que-supostamente-previu-o-acidente-aereo-de-hoje/,sociedade_cotidiano,2016-11-29 00:00:00,202,169,122,0,3,24,3,56,9,4,2,1,0,8,2.3571400000000002,758,12.0714,4.4852099999999995,0.0887574,0.1625,0.721893
992,1893,1893,fake-meta-information,None,https://www.diariodobrasil.org/policial-e-esfaqueado-durante-confronto-com-manifestantes-em-brasilia/,sociedade_cotidiano,2016-11-30 00:00:00,80,69,57,0,1,15,0,18,5,3,4,0,0,2,1.83333,350,11.5,5.0724599999999995,0.0144928,0.24242399999999997,0.8260870000000001
993,1894,1894,fake-meta-information,None,https://www.diariodobrasil.org/sobrevivente-da-tragedia-aerea-diz-que-nao-morreu-porque-seguiu-protocolo-de-seguranca/,sociedade_cotidiano,2016-11-30 00:00:00,152,132,96,4,0,21,1,40,5,3,1,2,0,13,2.8571400000000002,664,18.8571,5.0303,0.0,0.13114800000000001,0.727273
994,1895,1895,fake-meta-information,None,https://www.diariodobrasil.org/sobrevivente-da-chapecoense-comoveu-os-medicos-do-hospital-san-juan-de-dios-ao-fazer-um-unico-pedido/,tv_celebridades,2016-11-30 00:00:00,269,229,142,2,0,34,3,66,12,8,5,0,1,19,2.8571400000000002,1055,16.3571,4.606990000000001,0.0,0.2,0.6200869999999999
995,1896,1896,fake-meta-information,None,https://www.diariodobrasil.org/banda-guns-n-roses-faz-homenagem-ao-time-da-chapecoense-nas-redes-sociais/,tv_celebridades,2016-11-30 00:00:00,96,82,63,2,2,7,1,30,2,2,0,1,0,3,3.5,378,20.5,4.60976,0.0243902,0.108108,0.768293
996,1897,1897,fake-meta-information,None,https://www.diariodobrasil.org/video-mostra-a-destruicao-causada-por-vandalos-de-extrema-esquerda-em-brasilia/,politica,2016-11-30 00:00:00,66,59,53,0,6,7,1,21,0,0,0,0,0,2,1.4,345,11.8,5.84746,0.0,0.0,0.8983049999999999
997,1898,1898,fake-meta-information,None,https://www.diariodobrasil.org/reporter-do-oriente-medio-flagra-helicoptero-americano-escoltando-frota-do-estado-islamico/,sociedade_cotidiano,2016-11-30 00:00:00,177,167,122,2,5,26,0,55,13,4,3,0,0,6,1.4285700000000001,889,23.8571,5.32335,0.011976,0.209877,0.730539
998,1899,1899,fake-meta-information,None,https://www.diariodobrasil.org/autor-do-impeachment-de-dilma-diz-que-temer-e-um-presidente-decorativo-e-ja-deveria-ter-sido-impeachmado/,tv_celebridades,2016-11-28 00:00:00,169,146,86,0,0,38,0,40,7,9,9,0,0,3,1.7692299999999999,720,11.2308,4.93151,0.00684932,0.20512800000000003,0.589041
999,19,19,fake-meta-information,Josias Oliveira,https://afolhabrasil.com.br/politica/papuda/,sociedade_cotidiano,2017-09-08 00:00:00,436,383,243,0,2,59,2,118,32,15,12,0,2,22,2.20833,1932,15.9583,5.04439,0.00259067,0.26553699999999997,0.634465
1000,190,190,fake-meta-information,None,https://afolhabrasil.com.br/religiao/cantora-gospel-fica-gravida-de-pastor-casado/,sociedade_cotidiano,2017-06-07 00:00:00,266,239,140,0,1,41,0,64,21,10,2,0,1,18,1.42105,1120,12.5789,4.68619,0.008368200000000001,0.295238,0.585774
1001,1900,1900,fake-meta-information,None,https://www.diariodobrasil.org/suspeita-de-bomba-mobiliza-pm-do-distrito-federal-uma-carta-foi-encontrada-com-os-dizeres-teoria-do-caos12/,politica,2016-11-28 00:00:00,174,145,90,1,5,26,1,47,4,4,8,0,0,4,2.41667,668,12.0833,4.6069,0.0,0.109589,0.62069
1002,1901,1901,fake-meta-information,None,https://www.diariodobrasil.org/cunha-cumpre-sua-ameaca-de-nao-cair-sozinho-e-comeca-a-arrastar-temer-para-as-profundezas/,politica,2016-11-28 00:00:00,204,172,112,1,1,30,1,50,9,11,6,0,0,15,2.28571,896,12.2857,5.2093,0.0,0.25,0.651163
1003,1902,1902,fake-meta-information,None,https://www.diariodobrasil.org/sonia-abrao-posta-video-polemico-e-assustador-em-marco2016-um-vidente-previu-um-time-inteiro-vai-morrer/,tv_celebridades,2016-11-29 00:00:00,136,112,86,3,0,18,2,35,6,8,1,0,0,3,3.0,540,14.0,4.82143,0.0,0.264151,0.767857
1004,1903,1903,fake-meta-information,None,https://www.diariodobrasil.org/brasilia-policia-e-manifestantes-entram-em-confronto-pequenos-grupos-tentam-invadir-o-congresso/,sociedade_cotidiano,2016-11-29 00:00:00,154,133,97,0,5,22,0,43,7,5,2,0,0,3,1.9090900000000002,680,12.0909,5.11278,0.0225564,0.184615,0.7293229999999999
1005,1904,1904,fake-meta-information,None,https://www.diariodobrasil.org/o-brasil-chorou-junto-com-galvao-nao-tenho-vontade-de-narrar-mais-nenhum-jogo23/,tv_celebridades,2016-11-29 00:00:00,109,91,66,0,1,15,0,24,2,7,0,0,0,10,2.0,438,10.1111,4.8131900000000005,0.0,0.230769,0.725275
1006,1905,1905,fake-meta-information,None,https://www.diariodobrasil.org/aviao-com-97-passageiros-faz-pouso-de-emergencia-no-aeroporto-de-brasilia/,sociedade_cotidiano,2016-11-29 00:00:00,118,106,76,0,3,17,0,34,2,5,3,0,0,0,1.33333,484,11.7778,4.56604,0.0,0.137255,0.7169810000000001
1007,1906,1906,fake-meta-information,None,https://www.diariodobrasil.org/o-que-foi-que-o-ex-presidente-contrabandeou-para-a-italia-porque-ele-estava-tao-nervoso-dentro-do-aviao/,politica,2016-11-26 00:00:00,207,174,120,1,2,27,1,48,8,11,0,0,0,13,2.75,826,14.5,4.74713,0.00574713,0.253333,0.689655
1008,1907,1907,fake-meta-information,None,https://www.diariodobrasil.org/a-fila-anda-angelina-jolie-engata-romance-com-johnny-depp/,sociedade_cotidiano,2016-11-26 00:00:00,116,101,70,0,0,14,0,31,1,3,2,0,0,10,2.1428599999999998,459,14.4286,4.54455,0.00990099,0.08888889999999999,0.6930689999999999
