,TextBlob Polarity,TextBlob Subjectivity,VADER negative,VADER neutral,VADER positive,VADER compound
1747,0.34375,0.7916666666666667,0.014,0.986,0.0,-0.8439
1748,0.0,0.0,0.029,0.971,0.0,-0.9812
1749,0.0,0.0,0.057,0.934,0.009,-0.9824
175,0.0,0.75,0.016,0.984,0.0,-0.5267
1750,0.0,1.0,0.044,0.944,0.013,-0.9153
1751,-0.24140625000000004,0.55,0.022,0.977,0.001,-0.9766
1752,0.35,0.575,0.02,0.964,0.016,0.2306
1753,0.0,0.0,0.028,0.972,0.0,-0.9042
1754,0.375,0.625,0.043,0.952,0.005,-0.969
1755,-0.175,0.6875,0.032,0.964,0.004,-0.9618
1756,0.07462121212121212,0.16136363636363638,0.039,0.948,0.013,-0.9945
1757,0.03680555555555556,0.2611111111111111,0.014,0.98,0.006,-0.4588
1758,0.0125,0.7875,0.007,0.992,0.001,-0.7184
1759,-0.030952380952380953,0.6523809523809524,0.008,0.985,0.007,0.3031
176,0.3333333333333333,0.888888888888889,0.051,0.945,0.005,-0.9768
1760,0.1,0.65,0.015,0.982,0.003,-0.886
1761,0.13055555555555554,0.2611111111111111,0.03,0.964,0.006,-0.9442
1762,0.08571428571428572,0.36428571428571427,0.019,0.977,0.005,-0.9438
1763,-0.050000000000000044,0.95,0.019,0.968,0.013,-0.25
1764,0.6,0.9,0.032,0.963,0.006,-0.9746
1765,0.00784313725490196,0.34362745098039216,0.034,0.962,0.003,-0.9966
1766,0.028571428571428574,0.42527472527472526,0.022,0.976,0.001,-0.9837
1767,0.6,0.9,0.038,0.958,0.004,-0.9628
1768,-0.2,0.42000000000000004,0.027,0.96,0.012,-0.9345
1769,0.08888888888888889,0.42777777777777776,0.007,0.993,0.0,-0.5267
177,0.2,0.30000000000000004,0.018,0.97,0.012,-0.2656
1770,0.0,0.0,0.054,0.946,0.0,-0.9868
1771,0.35,0.95,0.016,0.981,0.003,-0.8779
1772,-0.05,0.16999999999999998,0.028,0.964,0.008,-0.9454
1773,0.36666666666666664,0.48333333333333334,0.039,0.941,0.02,-0.5994
1774,-0.3166666666666667,0.39999999999999997,0.019,0.978,0.003,-0.972
1775,0.7,0.9,0.0,0.983,0.017,0.5423
1776,0.1,0.4,0.011,0.983,0.007,-0.34
1777,-0.14285714285714285,0.5142857142857142,0.049,0.943,0.008,-0.9948
1778,0.1125,0.18750000000000006,0.028,0.961,0.011,-0.9142
1779,0.0,0.05,0.024,0.976,0.0,-0.9081
178,0.0,0.0,0.034,0.958,0.009,-0.8513
1780,0.0,0.0,0.035,0.961,0.004,-0.9439
1781,0.006666666666666666,0.6133333333333334,0.011,0.989,0.0,-0.6808
1782,-0.11666666666666665,0.4916666666666667,0.023,0.968,0.009,-0.9022
1783,0.3178571428571429,0.6857142857142857,0.023,0.97,0.007,-0.9652
1784,-0.022222222222222237,0.7388888888888889,0.024,0.957,0.018,-0.2942
1785,0.48828125,0.2,0.019,0.97,0.011,-0.703
1786,-0.01666666666666669,0.7416666666666666,0.037,0.946,0.017,-0.9062
1787,0.1,0.225,0.019,0.975,0.007,-0.8816
1788,0.04666666666666667,0.46871794871794875,0.026,0.966,0.009,-0.9644
1789,0.0,0.75,0.019,0.981,0.0,-0.9275
179,0.7,0.9,0.021,0.963,0.016,0.0258
1790,-0.14,0.82,0.023,0.972,0.005,-0.8074
1791,0.0,0.9375,0.02,0.977,0.002,-0.9477
1792,0.05,1.0,0.008,0.975,0.017,0.3612
1793,0.36666666666666664,0.48333333333333334,0.019,0.956,0.025,0.7269
1794,-0.41111111111111115,0.7722222222222223,0.033,0.963,0.005,-0.9918
1795,0.17333333333333334,0.28205128205128205,0.015,0.98,0.005,-0.9056
1796,-0.20833333333333334,0.27499999999999997,0.044,0.943,0.014,-0.9517
1797,0.04777777777777778,0.5706837606837606,0.038,0.952,0.01,-0.9912
1798,-0.15,0.44999999999999996,0.031,0.966,0.003,-0.9808
1799,0.0,0.0,0.017,0.974,0.009,-0.5052
18,0.0,0.0,0.011,0.982,0.007,-0.128
180,0.05555555555555555,0.4277777777777778,0.016,0.984,0.0,-0.991
1800,0.0,0.375,0.017,0.981,0.002,-0.9118
1801,-0.1875,0.8374999999999999,0.023,0.975,0.002,-0.9876
1802,0.07499999999999998,0.8583333333333334,0.027,0.965,0.008,-0.9743
1803,0.0125,0.6875,0.014,0.977,0.009,-0.4767
1804,0.05833333333333333,0.30000000000000004,0.044,0.946,0.009,-0.9821
1805,0.7,0.9,0.025,0.957,0.018,-0.3328
1806,0.018181818181818188,0.47121212121212114,0.041,0.951,0.009,-0.9948
1807,-0.4,1.0,0.017,0.976,0.007,-0.7845
1808,0.0,0.0,0.019,0.972,0.01,-0.875
1809,-0.050000000000000044,0.95,0.026,0.97,0.004,-0.926
181,0.25,0.5,0.011,0.974,0.015,0.2342
1810,-0.4,0.55,0.032,0.968,0.0,-0.972
1811,0.04375000000000001,0.65,0.088,0.905,0.007,-0.9947
1812,-0.02500000000000001,0.55,0.03,0.959,0.011,-0.979
1813,0.0,0.0,0.017,0.973,0.01,-0.4635
1814,0.03333333333333333,0.06666666666666667,0.022,0.978,0.0,-0.8402
1815,0.0,0.4166666666666667,0.021,0.979,0.0,-0.8516
1816,0.25,0.2,0.016,0.983,0.002,-0.8478
1817,-0.03255208333333333,0.26406250000000003,0.049,0.942,0.008,-0.9879
1818,0.0,0.0,0.027,0.97,0.003,-0.9839
1819,0.13333333333333333,0.3,0.01,0.975,0.014,0.3365
182,0.2125,0.8958333333333333,0.017,0.975,0.008,-0.6597
1820,-0.1,0.1,0.058,0.931,0.011,-0.9745
1821,-0.3895833333333334,0.7666666666666666,0.022,0.964,0.014,-0.5038
1822,0.1,0.4,0.032,0.965,0.003,-0.9565
1823,0.7,0.9,0.028,0.963,0.009,-0.6705
1824,-0.8,1.0,0.035,0.96,0.005,-0.9023
1825,-0.3166666666666667,0.6666666666666666,0.038,0.962,0.0,-0.946
1826,0.0,0.0,0.036,0.964,0.0,-0.7845
1827,0.020833333333333336,0.17291666666666666,0.036,0.958,0.006,-0.9763
1828,0.0,1.0,0.018,0.977,0.005,-0.9024
1829,-0.5,0.625,0.038,0.959,0.003,-0.9559
183,0.0,0.0,0.042,0.958,0.0,-0.9432
1830,0.09999999999999998,0.7333333333333334,0.038,0.958,0.004,-0.9893
1831,0.15,0.85,0.019,0.978,0.003,-0.9388
1832,0.012499999999999997,0.4125,0.026,0.971,0.003,-0.9836
1833,0.12,0.2066666666666667,0.043,0.954,0.003,-0.9853
1834,0.1,0.4,0.01,0.987,0.003,-0.6808
1835,0.0,0.0,0.024,0.976,0.0,-0.8516
1836,0.0,0.25,0.031,0.969,0.0,-0.9705
1837,0.1,0.1,0.007,0.99,0.003,-0.594
1838,-0.14666666666666667,0.6266666666666667,0.017,0.979,0.005,-0.9517
1839,-0.3416666666666666,0.8083333333333335,0.019,0.97,0.011,-0.7717
184,0.23333333333333334,0.6,0.017,0.981,0.002,-0.9314
1840,0.03,0.22999999999999998,0.026,0.965,0.009,-0.9891
1841,0.0,0.75,0.017,0.971,0.012,-0.1366
1842,-0.15937500000000004,0.4,0.01,0.985,0.005,-0.8555
1843,-0.4,0.875,0.038,0.961,0.002,-0.9607
1844,-0.5166666666666667,1.0,0.021,0.976,0.003,-0.9796
1845,0.425,0.5625,0.015,0.975,0.01,-0.7616
1846,-0.4,1.0,0.025,0.975,0.0,-0.9493
1847,-0.2333333333333333,0.9333333333333332,0.022,0.978,0.0,-0.9737
1848,0.004545454545454546,0.1590909090909091,0.026,0.963,0.011,-0.8225
1849,0.06666666666666667,0.7333333333333334,0.014,0.975,0.011,-0.4031
185,0.03333333333333333,0.08666666666666667,0.015,0.982,0.003,-0.9034
1850,0.0,0.0,0.011,0.985,0.004,-0.6486
1851,0.0,0.75,0.013,0.987,0.0,-0.6808
1852,0.55,0.8,0.021,0.974,0.005,-0.8478
1853,0.1,0.6,0.02,0.965,0.015,-0.4215
1854,0.07999999999999999,0.6799999999999999,0.035,0.948,0.017,-0.983
1855,-0.8,1.0,0.012,0.967,0.021,0.6808
1856,0.0,0.4,0.031,0.946,0.024,-0.1449
1857,0.0,0.0,0.029,0.956,0.014,-0.9635
1858,0.03333333333333333,0.06666666666666667,0.012,0.966,0.022,0.5986
1859,-0.8,1.0,0.019,0.97,0.012,-0.5204
186,0.0,0.0,0.025,0.975,0.0,-0.5267
1860,0.0,0.0,0.029,0.971,0.0,-0.9274
1861,0.0375,0.05,0.032,0.921,0.047,0.9791
1862,0.09,0.495,0.034,0.962,0.004,-0.9893
1863,0.0,1.0,0.035,0.956,0.01,-0.9407
1864,0.0,0.0,0.044,0.956,0.0,-0.9825
1865,-0.09,0.5,0.024,0.969,0.007,-0.8644
1866,0.13999999999999999,0.18,0.012,0.984,0.003,-0.8577
1867,0.03888888888888889,0.37777777777777777,0.029,0.971,0.0,-0.9744
1868,0.0,0.0,0.037,0.958,0.005,-0.9337
1869,0.0,0.9375,0.034,0.959,0.007,-0.9636
187,0.0,0.0,0.022,0.978,0.0,-0.296
1870,-0.1416666666666667,0.5833333333333334,0.033,0.955,0.012,-0.9345
1871,0.26875,0.6,0.027,0.962,0.011,-0.9698
1872,0.07916666666666666,0.8333333333333334,0.028,0.971,0.001,-0.9809
1873,0.016666666666666666,0.32083333333333336,0.023,0.973,0.004,-0.9596
1874,0.3,0.3666666666666667,0.018,0.974,0.008,-0.816
1875,0.0,1.0,0.019,0.975,0.005,-0.7351
1876,-0.085,0.65,0.01,0.985,0.006,-0.4515
1877,0.2,0.35,0.022,0.978,0.0,-0.8834
1878,0.187037037037037,0.47962962962962963,0.014,0.979,0.007,-0.7906
1879,0.23484848484848483,0.5606060606060606,0.054,0.922,0.024,-0.8243
188,0.4166666666666667,0.5833333333333334,0.009,0.952,0.039,0.8019
1880,0.0,0.0,0.008,0.986,0.006,-0.212
1881,-0.010000000000000009,0.86,0.022,0.967,0.01,-0.9493
1882,0.0,0.0,0.013,0.983,0.003,-0.7269
1883,0.20208333333333334,0.4166666666666667,0.031,0.966,0.003,-0.9565
1884,0.0,0.0,0.022,0.978,0.0,-0.97
1885,-0.15606060606060607,0.6833333333333333,0.028,0.97,0.002,-0.9815
1886,0.0,0.7000000000000001,0.034,0.966,0.0,-0.9719
1887,0.6,0.9,0.04,0.95,0.011,-0.9773
1888,0.006666666666666666,0.36333333333333334,0.026,0.974,0.0,-0.9756
1889,-0.3,0.44000000000000006,0.023,0.969,0.009,-0.7482
189,0.07559523809523812,0.2152472527472528,0.028,0.962,0.01,-0.9839
1890,0.0,1.0,0.017,0.978,0.005,-0.7269
1891,0.16666666666666666,0.3333333333333333,0.035,0.965,0.0,-0.9413
1892,0.0,0.0,0.019,0.981,0.0,-0.9274
1893,-0.21875,0.25,0.05,0.95,0.0,-0.9781
1894,-0.05392156862745098,0.38431372549019605,0.033,0.967,0.0,-0.9976
1895,0.020000000000000004,0.3,0.017,0.983,0.0,-0.9371
1896,0.3583333333333333,0.5291666666666667,0.024,0.96,0.016,-0.6249
1897,-0.050000000000000044,0.95,0.034,0.95,0.015,-0.8658
1898,0.0,0.0,0.023,0.972,0.004,-0.8591
1899,0.0,0.0,0.027,0.966,0.007,-0.93
19,0.12222222222222223,0.5111111111111111,0.045,0.951,0.004,-0.9136
190,0.3333333333333333,0.31666666666666665,0.013,0.96,0.027,0.9136
1900,0.21999999999999997,0.5900000000000001,0.028,0.963,0.009,-0.9799
1901,-0.27625,0.8,0.027,0.973,0.0,-0.9583
1902,-0.07857142857142858,0.6642857142857144,0.025,0.972,0.003,-0.9885
1903,0.0,0.25,0.014,0.986,0.0,-0.8402
1904,0.3333333333333333,0.45,0.027,0.969,0.004,-0.9312
1905,0.0,0.0,0.039,0.961,0.0,-0.8807
1906,-0.1,0.35,0.037,0.956,0.007,-0.9902
1907,-0.2,0.65,0.025,0.97,0.005,-0.9432
1908,0.0,0.75,0.01,0.987,0.003,-0.6705
1909,0.0,0.25,0.029,0.971,0.0,-0.9732
191,0.0,0.875,0.023,0.977,0.0,-0.5267
1910,0.02777777777777778,0.6888888888888888,0.028,0.959,0.013,-0.9395
1911,0.026666666666666672,0.6633333333333333,0.023,0.976,0.002,-0.9849
1912,0.7,0.9,0.04,0.947,0.012,-0.9831
1913,0.0,0.0,0.012,0.988,0.0,-0.296
1914,0.14209956709956711,0.683982683982684,0.006,0.987,0.007,0.4696
1915,0.175,0.35,0.027,0.969,0.004,-0.9201
1916,0.0,0.0,0.018,0.982,0.0,-0.765
1917,0.25,0.8333333333333334,0.028,0.96,0.012,-0.9501
1918,0.3,0.5333333333333333,0.024,0.968,0.008,-0.9234
1919,-0.13333333333333333,0.46190476190476193,0.053,0.941,0.006,-0.9884
192,0.0,0.0,0.02,0.98,0.0,-0.5267
1920,-0.38666666666666666,0.5366666666666667,0.031,0.968,0.001,-0.9937
1921,0.0,1.0,0.031,0.969,0.0,-0.9111
1922,-0.09,0.9099999999999999,0.039,0.957,0.004,-0.9946
1923,0.0,0.0,0.029,0.971,0.0,-0.9081
1924,0.0,0.0,0.044,0.946,0.01,-0.9693
1925,0.25,0.4666666666666666,0.031,0.962,0.007,-0.9545
1926,-0.15,0.25,0.037,0.955,0.008,-0.9751
1927,0.4,0.7,0.037,0.963,0.0,-0.9489
1928,0.2,0.30000000000000004,0.021,0.979,0.0,-0.9062
1929,-0.5333333333333333,0.6666666666666666,0.026,0.967,0.007,-0.9559
193,-0.24000000000000005,0.86,0.009,0.983,0.008,-0.0258
1930,0.23750000000000002,0.875,0.017,0.959,0.023,0.817
1931,0.05,0.5125,0.015,0.976,0.009,-0.7588
1932,0.15,0.26666666666666666,0.038,0.949,0.013,-0.9404
1933,0.05,0.3875,0.015,0.985,0.0,-0.9447
1934,-0.19166666666666668,0.6303030303030304,0.027,0.969,0.004,-0.9936
1935,0.0,0.0,0.01,0.99,0.0,-0.7783
1936,-0.2,0.375,0.032,0.968,0.0,-0.9943
1937,0.019999999999999997,0.6900000000000001,0.075,0.905,0.02,-0.9884
1938,-0.5199999999999999,0.75,0.037,0.959,0.004,-0.9785
1939,-0.2,0.775,0.033,0.967,0.0,-0.9705
194,0.0,0.0,0.039,0.961,0.0,-0.7845
1940,0.0,0.0,0.032,0.968,0.0,-0.9081
1941,0.0625,0.3875,0.016,0.973,0.011,-0.3599
1942,0.0,0.0,0.031,0.964,0.005,-0.8074
1943,0.08928571428571429,0.2178571428571429,0.033,0.966,0.001,-0.9944
1944,-0.040000000000000015,0.6,0.028,0.965,0.007,-0.9392
1945,-0.1625,0.4189102564102565,0.023,0.971,0.006,-0.9866
1946,0.0,0.5,0.022,0.975,0.003,-0.9782
1947,0.05,1.0,0.02,0.97,0.011,-0.8021
1948,-0.8,1.0,0.038,0.958,0.004,-0.9698
1949,0.1,0.1,0.012,0.986,0.002,-0.6369
195,0.025,0.7,0.038,0.94,0.022,-0.9255
1950,0.06666666666666667,0.3095238095238096,0.031,0.965,0.004,-0.9901
1951,0.2333333333333333,0.4166666666666667,0.031,0.958,0.011,-0.9219
1952,-0.07999999999999999,0.56,0.041,0.95,0.009,-0.9938
1953,-0.32,0.4,0.034,0.961,0.005,-0.9309
1954,-0.05000000000000002,0.8624999999999999,0.028,0.966,0.006,-0.9468
1955,0.2,0.30000000000000004,0.025,0.965,0.01,-0.8225
1956,0.125,0.4711538461538462,0.021,0.973,0.005,-0.936
1957,0.0,0.0,0.05,0.941,0.01,-0.9195
1958,-0.05303030303030303,0.36666666666666664,0.017,0.98,0.003,-0.9641
1959,0.15,0.6499999999999999,0.029,0.971,0.0,-0.9771
196,0.059999999999999984,0.26,0.028,0.963,0.009,-0.886
1960,0.0,0.0,0.032,0.968,0.0,-0.9037
1961,0.0,1.0,0.043,0.952,0.005,-0.9839
1962,0.0,0.0,0.036,0.964,0.0,-0.9274
1963,0.1875,0.375,0.021,0.952,0.028,0.3885
1964,0.008333333333333333,0.2916666666666667,0.013,0.976,0.011,0.0341
1965,0.03333333333333333,0.6166666666666667,0.024,0.973,0.003,-0.9231
1966,0.0685185185185185,0.3233618233618234,0.019,0.979,0.002,-0.9581
1967,0.08409090909090908,0.5886363636363636,0.024,0.97,0.005,-0.9846
1968,0.0,0.0,0.017,0.983,0.0,-0.5859
1969,0.09999999999999999,0.19999999999999998,0.03,0.967,0.003,-0.9783
197,0.01666666666666666,0.35000000000000003,0.036,0.962,0.003,-0.9857
1970,0.43333333333333335,0.6333333333333334,0.014,0.98,0.006,-0.6808
1971,-0.07442067736185383,0.47531194295900175,0.028,0.968,0.004,-0.9792
1972,0.0625,0.325,0.019,0.977,0.003,-0.9645
1973,0.029166666666666664,0.36458333333333337,0.01,0.986,0.004,-0.7579
1974,0.0,0.0,0.016,0.983,0.001,-0.9504
1975,0.07777777777777778,0.15555555555555556,0.025,0.975,0.0,-0.9517
1976,0.0,0.0,0.027,0.958,0.015,-0.8127
1977,0.1909090909090909,0.890909090909091,0.023,0.964,0.013,-0.8572
1978,0.10454545454545454,0.22575757575757577,0.012,0.985,0.003,-0.9713
1979,0.0,0.0,0.013,0.987,0.0,-0.6808
198,-0.175,0.525,0.024,0.976,0.0,-0.8402
1980,0.0,0.3333333333333333,0.013,0.973,0.014,0.5621
1981,0.1,0.1,0.01,0.982,0.008,0.1027
1982,-0.3,0.2,0.026,0.958,0.016,-0.7298
1983,0.03305431547619047,0.2523809523809524,0.032,0.961,0.007,-0.9754
1984,-0.0340909090909091,0.6636363636363636,0.027,0.962,0.012,-0.9849
1985,0.3,0.65,0.052,0.938,0.011,-0.9668
1986,0.09166666666666666,0.25833333333333336,0.043,0.945,0.012,-0.9859
1987,0.0,1.0,0.028,0.956,0.017,-0.6089
1988,0.15833333333333333,0.45,0.026,0.974,0.0,-0.9932
1989,0.05454545454545456,0.16363636363636364,0.03,0.966,0.004,-0.9956
199,0.03333333333333333,0.06666666666666667,0.024,0.976,0.0,-0.8807
1990,0.5,0.8333333333333334,0.035,0.965,0.0,-0.9524
1991,0.0,0.0,0.012,0.986,0.002,-0.885
1992,0.0,0.6666666666666666,0.015,0.979,0.006,-0.8205
1993,0.0,0.0,0.023,0.969,0.008,-0.7906
1994,-0.17083333333333336,0.8416666666666667,0.032,0.966,0.002,-0.9783
1995,0.0,1.0,0.017,0.971,0.012,-0.4708
1996,-0.013758116883116886,0.6121753246753247,0.021,0.973,0.006,-0.9049
1997,0.0,0.125,0.029,0.971,0.0,-0.979
1998,-0.4625,0.8,0.026,0.97,0.004,-0.9508
1999,0.14583333333333331,0.4583333333333333,0.033,0.964,0.003,-0.9654
2,0.0,1.0,0.03,0.97,0.0,-0.7783
20,0.5375,0.825,0.012,0.977,0.011,0.0516
200,0.0,0.0,0.044,0.947,0.009,-0.8176
2000,0.033333333333333326,0.7222222222222223,0.031,0.945,0.024,-0.4299
2001,0.0,0.3333333333333333,0.044,0.956,0.0,-0.9517
2002,0.03333333333333334,0.5083333333333334,0.027,0.967,0.006,-0.987
2003,0.2625,0.49999999999999994,0.018,0.972,0.01,-0.8977
2004,-0.35000000000000003,0.55,0.016,0.977,0.007,-0.7457
2005,-0.1875,0.375,0.015,0.982,0.003,-0.8555
2006,0.0,0.0,0.026,0.974,0.0,-0.9001
2007,0.02777777777777778,0.35555555555555557,0.018,0.967,0.015,0.2896
2008,0.3181818181818182,0.7303030303030303,0.024,0.976,0.0,-0.9744
2009,-0.125,0.6375,0.014,0.974,0.013,0.2732
201,0.0,0.4222222222222223,0.016,0.978,0.006,-0.7752
2010,-0.04642857142857144,0.46428571428571436,0.023,0.969,0.008,-0.97
2011,-0.04523809523809524,0.3666666666666667,0.017,0.976,0.006,-0.8092
2012,-0.05,0.0,0.038,0.962,0.0,-0.9661
2013,-0.12222222222222223,0.2888888888888889,0.028,0.969,0.003,-0.9843
2014,-0.3574074074074074,0.9296296296296297,0.011,0.978,0.011,-0.4137
2015,-0.03333333333333333,0.5333333333333333,0.036,0.962,0.002,-0.9809
2016,-0.1,0.625,0.019,0.967,0.014,-0.4151
2017,0.08166666666666668,0.4033333333333333,0.021,0.977,0.002,-0.976
2018,0.15,0.42083333333333334,0.02,0.978,0.003,-0.886
2019,-0.025,0.2,0.023,0.975,0.002,-0.9423
202,-0.1375,0.775,0.029,0.968,0.004,-0.9877
2020,0.0,1.0,0.017,0.969,0.014,0.2115
2021,-0.2,0.875,0.01,0.986,0.004,-0.3612
2022,0.5666666666666668,0.7000000000000001,0.026,0.964,0.01,-0.8885
2023,-0.022222222222222237,0.33888888888888885,0.017,0.979,0.005,-0.9074
2024,0.0,0.0,0.044,0.956,0.0,-0.9694
2025,-0.27999999999999997,0.63,0.015,0.982,0.004,-0.802
2026,0.0,0.0,0.032,0.939,0.029,0.1111
2027,0.07500000000000001,0.55,0.02,0.977,0.002,-0.9559
2028,0.09999999999999998,0.7250000000000001,0.049,0.922,0.028,-0.7825
2029,0.0,0.0,0.014,0.959,0.026,0.765
203,0.0,1.0,0.042,0.95,0.008,-0.9922
2030,0.16666666666666666,0.3333333333333333,0.026,0.936,0.038,0.908
2031,0.01499999999999999,0.68,0.032,0.964,0.004,-0.9934
2032,0.075,0.32499999999999996,0.01,0.99,0.0,-0.8807
2033,0.13333333333333333,0.21666666666666667,0.019,0.975,0.006,-0.8807
2034,0.0,0.0,0.008,0.971,0.021,0.5267
2035,-0.25,0.775,0.03,0.963,0.006,-0.9685
2036,0.016666666666666666,0.2833333333333333,0.027,0.972,0.001,-0.9887
2037,-0.021666666666666664,0.32166666666666666,0.017,0.976,0.007,-0.9559
2038,0.6487179487179487,0.835897435897436,0.026,0.947,0.027,0.8948
2039,0.2,0.2,0.022,0.974,0.004,-0.9275
204,0.2,0.2,0.015,0.982,0.003,-0.6249
2040,0.0,0.0,0.078,0.912,0.01,-0.9155
2041,0.0,0.4,0.022,0.978,0.0,-0.6808
2042,0.5,1.0,0.017,0.983,0.0,-0.7845
2043,-0.2041666666666667,0.6666666666666666,0.032,0.953,0.014,-0.8875
2044,-0.09444444444444446,0.7472222222222223,0.01,0.983,0.007,-0.1366
2045,-0.041666666666666664,0.5750000000000001,0.026,0.962,0.011,-0.9766
2046,0.35,0.825,0.04,0.956,0.003,-0.9877
2047,-0.062121212121212126,0.45303030303030306,0.015,0.953,0.032,0.9905
2048,-0.25,0.7166666666666667,0.033,0.961,0.006,-0.9916
2049,0.2537037037037037,0.5240740740740741,0.017,0.967,0.016,0.6199
205,0.0,0.0,0.027,0.973,0.0,-0.5267
2050,0.16666666666666666,0.3333333333333333,0.006,0.985,0.009,0.4215
2051,0.13333333333333333,0.5,0.037,0.96,0.003,-0.9836
2052,0.0,0.75,0.014,0.986,0.0,-0.5267
2053,-0.26666666666666666,0.6416666666666667,0.042,0.948,0.01,-0.9823
2054,0.44999999999999996,0.6000000000000001,0.023,0.972,0.005,-0.836
2055,0.0,0.0,0.013,0.987,0.0,-0.7009
2056,0.09583333333333333,0.4000000000000001,0.02,0.975,0.005,-0.9054
2057,0.03333333333333333,0.7000000000000001,0.046,0.945,0.009,-0.9625
2058,0.0,0.0,0.015,0.985,0.0,-0.7783
2059,-0.1,0.8099999999999999,0.024,0.966,0.01,-0.8885
206,0.19999999999999998,0.5499999999999999,0.034,0.95,0.016,-0.7506
2060,0.03333333333333333,0.06666666666666667,0.035,0.957,0.009,-0.8769
2061,0.0,0.0,0.031,0.962,0.007,-0.7945
2062,0.34375,0.7916666666666667,0.019,0.981,0.0,-0.9459
2063,0.2722222222222222,0.36944444444444446,0.028,0.962,0.011,-0.8091
2064,0.3453125000000001,0.5333333333333333,0.016,0.977,0.007,-0.8065
2065,0.05,0.55,0.029,0.962,0.008,-0.8988
2066,0.21060606060606063,0.5075757575757577,0.012,0.984,0.004,-0.9559
2067,-0.05535714285714287,0.6928571428571428,0.034,0.963,0.004,-0.996
2068,-0.8,1.0,0.019,0.978,0.003,-0.7506
2069,0.0,0.0,0.018,0.982,0.0,-0.6808
207,0.6,0.9,0.007,0.985,0.008,0.1531
2070,0.10208333333333333,0.14166666666666666,0.017,0.982,0.002,-0.9413
2071,0.0,0.0,0.013,0.984,0.004,-0.7066
2072,0.026666666666666665,0.33333333333333337,0.009,0.984,0.006,-0.1027
2073,0.05,1.0,0.024,0.976,0.0,-0.9896
2074,0.008333333333333333,0.4583333333333333,0.033,0.967,0.0,-0.9881
2075,0.38611111111111107,0.7777777777777777,0.018,0.979,0.003,-0.9727
2076,-0.8,1.0,0.044,0.956,0.0,-0.9657
2077,0.1875,0.75,0.035,0.953,0.012,-0.9027
2078,0.0,0.375,0.019,0.979,0.002,-0.91
2079,-0.15416666666666667,0.5416666666666667,0.027,0.96,0.013,-0.9457
208,0.04999999999999999,0.75,0.023,0.977,0.0,-0.9581
2080,0.06666666666666667,0.4000000000000001,0.011,0.98,0.008,-0.1311
2081,0.0,0.0,0.022,0.971,0.007,-0.8516
2082,0.0,0.0,0.02,0.974,0.005,-0.7918
2083,-0.8,1.0,0.031,0.956,0.014,-0.4019
2084,-0.8,1.0,0.002,0.994,0.004,0.0516
2085,0.2125,0.42500000000000004,0.015,0.979,0.006,-0.8243
2086,0.0,1.0,0.049,0.9,0.051,0.5803
2087,-0.4,0.55,0.026,0.974,0.0,-0.8807
2088,0.0439236111111111,0.06666666666666667,0.033,0.967,0.0,-0.938
2089,0.13333333333333333,0.20000000000000004,0.018,0.979,0.003,-0.8877
209,-0.28611111111111115,0.7611111111111111,0.024,0.975,0.001,-0.9874
2090,-0.6103515625,1.0,0.043,0.944,0.013,-0.936
2091,0.04166666666666667,0.5333333333333333,0.028,0.969,0.003,-0.9715
2092,-0.11190476190476191,0.5321428571428571,0.028,0.972,0.0,-0.9485
2093,0.0,0.0,0.015,0.981,0.004,-0.7066
2094,0.09666666666666668,0.42444444444444446,0.04,0.958,0.003,-0.9936
2095,0.016666666666666666,0.5333333333333333,0.024,0.963,0.012,-0.9521
2096,0.0,0.875,0.011,0.987,0.002,-0.8264
2097,0.17812500000000003,0.41250000000000003,0.024,0.972,0.005,-0.9796
2098,-0.3916666666666667,0.7666666666666666,0.034,0.964,0.002,-0.9932
2099,0.0,0.375,0.028,0.972,0.0,-0.9183
21,0.0,0.0,0.0,1.0,0.0,0.0
210,-0.24444444444444446,0.37777777777777777,0.011,0.982,0.007,-0.2023
2100,0.0,0.1,0.028,0.963,0.008,-0.8767
2101,-0.0031250000000000167,0.7374999999999999,0.032,0.957,0.011,-0.9468
2102,0.19999999999999998,0.5499999999999999,0.018,0.977,0.005,-0.7351
2103,0.012499999999999997,0.6125,0.028,0.945,0.027,0.2856
2104,0.0,0.0,0.002,0.998,0.0,-0.25
2105,0.36666666666666664,0.7833333333333333,0.016,0.972,0.012,-0.4599
2106,0.0,1.0,0.054,0.946,0.0,-0.9779
2107,0.0,1.0,0.013,0.972,0.015,0.4588
2108,0.012499999999999997,0.075,0.018,0.976,0.006,-0.9212
2109,0.0,0.0,0.041,0.952,0.007,-0.8922
211,0.1,0.4,0.028,0.961,0.011,-0.7003
2110,0.0,0.0,0.009,0.991,0.0,-0.6808
2111,-0.8,1.0,0.045,0.941,0.014,-0.867
2112,0.0,0.0,0.022,0.978,0.0,-0.9441
2113,-0.1380952380952381,0.5595238095238095,0.027,0.962,0.011,-0.9827
2114,-0.10000000000000002,0.7000000000000001,0.032,0.964,0.004,-0.9429
2115,0.15,0.6499999999999999,0.024,0.967,0.009,-0.8283
2116,-0.8,1.0,0.02,0.974,0.006,-0.6256
2117,0.6,0.9,0.031,0.963,0.007,-0.9498
2118,0.25,0.45,0.015,0.974,0.011,-0.2185
2119,-7.93016446160826e-18,0.47857142857142854,0.023,0.977,0.0,-0.979
212,0.22916666666666666,0.5583333333333333,0.021,0.969,0.01,-0.876
2120,0.0,0.0,0.031,0.969,0.0,-0.875
