,TextBlob Polarity,TextBlob Subjectivity,VADER negative,VADER neutral,VADER positive,VADER compound
1425,0.0,0.0,0.0,1.0,0.0,0.0
1426,0.0,0.0,0.008,0.987,0.005,-0.2023
1427,0.2,0.30000000000000004,0.029,0.971,0.0,-0.5707
1428,0.0,0.0,0.0,1.0,0.0,0.0
1429,0.0,0.0,0.024,0.976,0.0,-0.3595
143,0.2,0.30000000000000004,0.064,0.923,0.013,-0.9314
1430,0.0,0.0,0.0,1.0,0.0,0.0
1431,0.0,0.0,0.015,0.985,0.0,-0.296
1432,0.0,0.0,0.031,0.969,0.0,-0.296
1433,0.16666666666666666,0.3333333333333333,0.0,1.0,0.0,0.0
1434,0.05,1.0,0.014,0.986,0.0,-0.5267
1435,-0.15555555555555559,0.2888888888888889,0.023,0.977,0.0,-0.5267
1436,0.1875,0.6499999999999999,0.009,0.967,0.024,0.5837
1437,0.0,0.0,0.035,0.965,0.0,-0.5267
1438,0.0,0.0,0.056,0.944,0.0,-0.8118
1439,0.0,0.0,0.013,0.987,0.0,-0.296
144,0.7,0.9,0.008,0.924,0.068,0.9477
1440,0.0,0.0,0.022,0.978,0.0,-0.3595
1441,0.0,0.0,0.041,0.959,0.0,-0.7339
1442,0.0,0.75,0.021,0.979,0.0,-0.7088
1443,0.0,0.0,0.0,1.0,0.0,0.0
1444,0.0,0.0,0.051,0.949,0.0,-0.8684
1445,0.0,0.0,0.017,0.958,0.025,0.2481
1446,0.0,0.25,0.06,0.94,0.0,-0.7845
1447,0.0,0.0,0.045,0.955,0.0,-0.5707
1448,0.0,0.0,0.037,0.963,0.0,-0.7393
1449,0.0,0.0,0.04,0.96,0.0,-0.5707
145,0.0,0.0,0.012,0.988,0.0,-0.7783
1450,0.0,1.0,0.031,0.952,0.018,-0.2481
1451,0.0,0.0,0.037,0.963,0.0,-0.7959
1452,0.0,0.0,0.034,0.966,0.0,-0.8442
1453,0.0,0.07692307692307693,0.014,0.986,0.0,-0.4871
1454,-0.5,1.0,0.016,0.984,0.0,-0.4767
1455,0.0,0.5,0.048,0.952,0.0,-0.7959
1456,0.0,0.0,0.038,0.962,0.0,-0.6908
1457,-1.0,1.0,0.071,0.923,0.007,-0.9822
1458,0.0,0.0,0.0,1.0,0.0,0.0
1459,0.17045454545454544,0.45454545454545453,0.051,0.949,0.0,-0.8516
146,0.0,0.0,0.021,0.961,0.018,0.0
1460,0.0,0.0,0.021,0.979,0.0,-0.296
1461,0.0,0.0,0.052,0.948,0.0,-0.7783
1462,0.0,0.0,0.016,0.984,0.0,-0.3595
1463,0.0,0.0,0.0,1.0,0.0,0.0
1464,0.0,0.0,0.012,0.988,0.0,-0.296
1465,0.020833333333333332,0.03333333333333333,0.041,0.948,0.011,-0.7463
1466,0.0,0.0,0.014,0.986,0.0,-0.296
1467,0.0,0.0,0.0,0.977,0.023,0.4019
1469,0.0,0.0,0.048,0.952,0.0,-0.8553
147,-0.8,1.0,0.041,0.959,0.0,-0.8807
1470,0.0,0.0,0.04,0.96,0.0,-0.7783
1471,-0.15625,0.2,0.035,0.965,0.0,-0.8495
1472,0.0,0.75,0.0,0.978,0.022,0.4926
1473,0.0,0.0,0.018,0.982,0.0,-0.5707
1474,0.0,0.0,0.0,1.0,0.0,0.0
1475,0.0,0.0,0.024,0.976,0.0,-0.5267
1476,0.0,0.0,0.0,1.0,0.0,0.0
1477,0.0,0.0,0.015,0.985,0.0,-0.296
1478,-0.9,1.0,0.043,0.957,0.0,-0.7184
1479,0.0,0.0,0.009,0.991,0.0,-0.3595
148,0.2,0.2,0.011,0.986,0.003,-0.6209
1480,0.0,0.0,0.024,0.976,0.0,-0.296
1481,0.0,0.0,0.0,1.0,0.0,0.0
1482,0.0,0.0,0.015,0.985,0.0,-0.296
1483,0.0,0.0,0.026,0.974,0.0,-0.5707
1484,0.0,0.0,0.018,0.982,0.0,-0.296
1485,0.0,0.0,0.017,0.983,0.0,-0.296
1486,0.0,0.0,0.022,0.978,0.0,-0.4646
1487,0.0,0.0,0.052,0.928,0.02,-0.8429
1488,0.2,0.2,0.036,0.956,0.008,-0.7579
1489,0.0,0.0,0.015,0.985,0.0,-0.3595
149,-0.8,1.0,0.005,0.995,0.0,-0.296
1490,0.0,0.0,0.093,0.907,0.0,-0.5267
1491,0.0,0.0,0.038,0.962,0.0,-0.6046
1492,0.0,0.0,0.125,0.875,0.0,-0.891
1493,0.0,0.0,0.0,1.0,0.0,0.0
1494,0.0,0.0,0.032,0.968,0.0,-0.7783
1495,0.0,0.0,0.0,0.972,0.028,0.5399
1496,0.0,1.0,0.02,0.98,0.0,-0.6103
1497,0.05000000000000002,0.5,0.01,0.99,0.0,-0.3595
1498,0.0,1.0,0.0,1.0,0.0,0.0
1499,0.0,0.0,0.026,0.974,0.0,-0.5349
15,0.0,0.0,0.017,0.983,0.0,-0.296
150,0.0,0.1,0.017,0.983,0.0,-0.5267
1500,0.0,0.0,0.0,1.0,0.0,0.0
1501,0.2,0.30000000000000004,0.0,1.0,0.0,0.0
1502,0.0,0.0,0.022,0.978,0.0,-0.6808
1503,0.0,0.0,0.024,0.976,0.0,-0.5707
1504,0.0,0.0,0.0,0.947,0.053,0.3818
1505,-0.35000000000000003,0.7,0.033,0.949,0.019,-0.4515
1506,0.125,0.18846153846153849,0.032,0.968,0.0,-0.6103
1507,-0.8,1.0,0.0,1.0,0.0,0.0
1508,0.0,0.0,0.03,0.97,0.0,-0.5707
1509,0.0,0.75,0.019,0.981,0.0,-0.296
151,0.0,0.0,0.011,0.979,0.01,-0.0803
1510,0.0,0.0,0.041,0.934,0.024,-0.1531
1511,0.0,0.0,0.0,0.979,0.021,0.4404
1512,0.0,0.0,0.052,0.948,0.0,-0.8908
1513,0.0,0.75,0.035,0.965,0.0,-0.5267
1514,0.0,0.0,0.027,0.973,0.0,-0.8144
1515,0.0,0.0,0.007,0.993,0.0,-0.25
1516,0.4513888888888889,0.5833333333333334,0.016,0.953,0.031,0.4753
1517,0.0,0.0,0.0,1.0,0.0,0.0
1518,0.0,0.0,0.0,1.0,0.0,0.0
1519,0.0,0.0,0.044,0.956,0.0,-0.8442
152,0.5,1.0,0.011,0.982,0.007,-0.2023
1520,0.05250000000000001,0.6,0.0,1.0,0.0,0.0
1521,0.0,1.0,0.014,0.986,0.0,-0.296
1522,0.0,0.0,0.036,0.964,0.0,-0.802
1523,0.0,0.0,0.018,0.982,0.0,-0.296
1524,0.0,0.0,0.0,1.0,0.0,0.0
1525,0.0,0.0,0.014,0.968,0.018,0.25
1526,0.03333333333333333,0.06666666666666667,0.04,0.96,0.0,-0.6908
1527,0.0,0.0,0.0,1.0,0.0,0.0
1528,0.0,0.0,0.018,0.982,0.0,-0.5267
1529,0.0,0.0,0.08,0.92,0.0,-0.9287
153,0.03333333333333333,1.0,0.027,0.973,0.0,-0.952
1530,0.0,0.0,0.057,0.943,0.0,-0.8402
1531,0.0,0.0,0.015,0.985,0.0,-0.296
1532,0.0,0.0,0.025,0.965,0.01,-0.4389
1533,0.041666666666666664,0.06666666666666667,0.02,0.98,0.0,-0.3595
1534,0.0,0.0,0.014,0.986,0.0,-0.296
1535,-0.4375,0.4,0.0,1.0,0.0,0.0
1536,0.0,0.0,0.0,1.0,0.0,0.0
1537,0.0,0.0,0.03,0.97,0.0,-0.3736
1538,0.0,0.0,0.033,0.967,0.0,-0.6808
1539,0.415625,1.0,0.02,0.971,0.009,-0.5119
154,0.0,0.0,0.029,0.944,0.027,0.1531
1540,0.7,0.9,0.01,0.926,0.065,0.91
1541,0.0,0.0,0.0,1.0,0.0,0.0
1542,0.0,0.0,0.112,0.888,0.0,-0.8402
1543,-0.125,0.1,0.072,0.928,0.0,-0.9117
1544,0.0,0.0,0.0,1.0,0.0,0.0
1545,0.11097301136363635,0.40151515151515155,0.016,0.984,0.0,-0.5216
1546,0.0,0.0,0.083,0.894,0.023,-0.8152
1547,0.0,0.0,0.0,1.0,0.0,0.0
1548,-0.325,0.825,0.039,0.961,0.0,-0.802
1549,0.0,0.0,0.0,1.0,0.0,0.0
155,0.0,0.0,0.034,0.95,0.015,-0.4019
1550,0.0,1.0,0.0,1.0,0.0,0.0
1551,0.0,0.0,0.0,0.966,0.034,0.6421
1552,0.0,0.0,0.019,0.981,0.0,-0.296
1553,-0.4,0.55,0.047,0.94,0.013,-0.7088
1554,0.0,0.0,0.032,0.968,0.0,-0.6103
1555,0.037500000000000006,0.2,0.015,0.985,0.0,-0.3164
1556,0.0,0.0,0.016,0.961,0.024,0.2695
1557,0.0,0.0,0.022,0.978,0.0,-0.3595
1558,0.0,0.0,0.032,0.968,0.0,-0.5267
1559,0.0,0.0,0.019,0.956,0.025,0.1779
156,0.0,0.0,0.026,0.956,0.018,-0.4515
1560,0.0,0.0,0.022,0.978,0.0,-0.296
1561,0.03333333333333333,0.06666666666666667,0.018,0.961,0.022,-0.0516
1562,0.0,0.0,0.0,1.0,0.0,0.0
1563,0.15,0.6499999999999999,0.0,1.0,0.0,0.0
1564,0.0,0.0,0.028,0.962,0.01,-0.5565
1565,0.0,0.75,0.012,0.988,0.0,-0.3595
1566,0.0,0.0,0.027,0.94,0.032,0.4898
1567,0.0,0.0,0.015,0.985,0.0,-0.296
1568,0.0,0.0,0.0,1.0,0.0,0.0
1569,0.0,0.0,0.035,0.965,0.0,-0.8316
157,0.0,0.0,0.008,0.972,0.021,0.5574
1570,0.03333333333333333,0.06666666666666667,0.0,0.975,0.025,0.2732
1571,0.0,0.0,0.034,0.966,0.0,-0.5267
1572,0.0,0.0,0.0,1.0,0.0,0.0
1573,0.0,0.0,0.026,0.974,0.0,-0.5267
1574,0.0,0.0,0.0,1.0,0.0,0.0
1575,0.16666666666666666,0.3333333333333333,0.057,0.943,0.0,-0.7783
1576,0.0,0.0,0.01,0.99,0.0,-0.296
1577,0.0,0.0,0.0,1.0,0.0,0.0
1578,0.0,0.0,0.011,0.989,0.0,-0.296
1579,0.0,0.0,0.07,0.91,0.02,-0.7712
158,0.0,0.0,0.0,1.0,0.0,0.0
1580,0.25,0.2,0.0,0.987,0.013,0.2003
1581,0.0,0.0,0.024,0.976,0.0,-0.5267
1582,0.0,0.0,0.0,1.0,0.0,0.0
1583,0.0,1.0,0.0,1.0,0.0,0.0
1584,0.0,0.0,0.038,0.962,0.0,-0.8388
1585,0.0,0.0,0.011,0.989,0.0,-0.296
1586,0.0,0.0,0.0,1.0,0.0,0.0
1587,0.0,0.0,0.02,0.98,0.0,-0.6553
1588,0.0,0.0,0.061,0.939,0.0,-0.6908
1589,0.0,0.0,0.026,0.974,0.0,-0.5267
159,0.06666666666666665,0.8166666666666668,0.011,0.965,0.025,0.8176
1590,0.0,0.0,0.052,0.948,0.0,-0.886
1591,0.0,0.0,0.011,0.989,0.0,-0.296
1592,0.0,0.0,0.0,1.0,0.0,0.0
1593,0.25,0.25,0.029,0.971,0.0,-0.296
1594,0.0,0.0,0.02,0.98,0.0,-0.4184
1595,0.0,0.0,0.035,0.965,0.0,-0.296
1596,0.0,0.0,0.059,0.941,0.0,-0.8953
1597,0.0,0.0,0.011,0.969,0.019,0.368
1598,0.0,0.0,0.047,0.953,0.0,-0.6808
1599,0.0,0.0,0.087,0.913,0.0,-0.7783
16,0.0,0.0,0.006,0.994,0.0,-0.296
160,0.0,0.0,0.0,1.0,0.0,0.0
1600,0.0,0.0,0.065,0.935,0.0,-0.69
1601,0.0,0.0,0.0,1.0,0.0,0.0
1602,0.0,0.0,0.016,0.957,0.026,0.3147
1603,0.0,0.0,0.0,1.0,0.0,0.0
1604,0.0,0.0,0.039,0.961,0.0,-0.9236
1605,0.0,0.0,0.014,0.98,0.007,-0.4374
1606,0.0,0.0,0.035,0.955,0.011,-0.6249
1607,0.0,0.0,0.0,1.0,0.0,0.0
1608,0.25,0.30000000000000004,0.017,0.983,0.0,-0.5815
1609,0.0,0.0,0.0,1.0,0.0,0.0
161,0.0,0.0,0.009,0.991,0.0,-0.296
1610,0.0,0.0,0.042,0.958,0.0,-0.7393
1611,0.0,0.0,0.025,0.93,0.045,0.4215
1612,0.0,0.0,0.0,1.0,0.0,0.0
1613,-0.35833333333333334,0.5333333333333333,0.029,0.971,0.0,-0.5707
1614,0.0,0.0,0.019,0.981,0.0,-0.4184
1615,0.0,0.0,0.033,0.923,0.044,0.34
1616,-0.1,0.0,0.022,0.978,0.0,-0.296
1617,-0.1,0.0,0.042,0.958,0.0,-0.6597
1618,0.0,0.0,0.013,0.987,0.0,-0.296
1619,0.16666666666666666,0.3333333333333333,0.008,0.979,0.012,0.4648
162,0.5,1.0,0.018,0.982,0.0,-0.5267
1620,0.0,0.0,0.039,0.961,0.0,-0.4939
1621,0.0,0.0,0.069,0.931,0.0,-0.7959
1622,0.0,0.0,0.02,0.98,0.0,-0.6189
1623,0.0,0.0,0.0,1.0,0.0,0.0
1624,0.0,0.0,0.024,0.976,0.0,-0.296
1625,0.0,0.0,0.034,0.966,0.0,-0.5267
1626,0.0,0.0,0.052,0.948,0.0,-0.5267
1627,0.0,0.0,0.018,0.982,0.0,-0.4939
1628,0.0,0.0,0.04,0.96,0.0,-0.5803
1629,0.0,0.0,0.0,1.0,0.0,0.0
163,0.0,0.0,0.061,0.939,0.0,-0.9451
1630,0.0,0.0,0.016,0.984,0.0,-0.296
1631,0.0,0.0,0.064,0.936,0.0,-0.6808
1632,0.0,0.0,0.0,1.0,0.0,0.0
1633,0.025,0.5,0.014,0.986,0.0,-0.296
1634,0.0,0.0,0.012,0.988,0.0,-0.296
1635,0.03333333333333333,0.06666666666666667,0.014,0.986,0.0,-0.3595
1636,0.0,0.0,0.039,0.884,0.077,0.6486
1637,0.0,0.0,0.013,0.987,0.0,-0.5423
1638,0.0,0.0,0.0,1.0,0.0,0.0
1639,0.7,0.9,0.0,0.953,0.047,0.6705
164,0.0625,1.0,0.025,0.975,0.0,-0.8817
1640,0.0,0.0,0.0,1.0,0.0,0.0
1641,0.0,0.0,0.023,0.977,0.0,-0.6103
1642,0.03333333333333333,0.06666666666666667,0.015,0.985,0.0,-0.296
1643,0.0,0.0,0.0,0.992,0.008,0.1027
1644,0.0,0.0,0.0,1.0,0.0,0.0
1645,0.0,0.25,0.016,0.984,0.0,-0.296
1646,0.0,0.0,0.011,0.989,0.0,-0.296
1647,0.2,0.725,0.082,0.918,0.0,-0.7339
1648,0.7,0.9,0.0,0.96,0.04,0.5423
1649,0.0,0.0,0.0,1.0,0.0,0.0
165,-0.4,0.875,0.025,0.975,0.0,-0.6808
1650,-0.0625,0.13333333333333333,0.032,0.968,0.0,-0.7959
1651,0.0,0.25,0.052,0.948,0.0,-0.6808
1652,0.0,0.0,0.0,1.0,0.0,0.0
1653,0.0,0.0,0.018,0.982,0.0,-0.3818
1654,0.0,0.0,0.0,1.0,0.0,0.0
1655,0.0,0.0,0.0,1.0,0.0,0.0
1656,0.13873697916666666,0.23333333333333334,0.01,0.966,0.024,0.5942
1657,0.0,0.0,0.0,1.0,0.0,0.0
1658,0.05,1.0,0.0,1.0,0.0,0.0
1659,0.0,0.0,0.068,0.932,0.0,-0.296
166,0.0,0.75,0.048,0.952,0.0,-0.9274
1660,0.0,0.0,0.024,0.976,0.0,-0.296
1661,0.0,0.0,0.0,1.0,0.0,0.0
1662,0.15,0.6499999999999999,0.041,0.959,0.0,-0.7783
1663,0.0,0.0,0.074,0.926,0.0,-0.7506
1664,0.0,0.0,0.051,0.949,0.0,-0.7184
1665,0.0,0.0,0.042,0.958,0.0,-0.5707
1666,0.0,0.0,0.058,0.942,0.0,-0.6808
1667,0.0,0.0,0.048,0.952,0.0,-0.6808
1668,0.0,0.0,0.013,0.987,0.0,-0.296
1669,0.0,0.0,0.017,0.983,0.0,-0.296
167,0.0,1.0,0.064,0.936,0.0,-0.7783
1670,0.0,0.0,0.006,0.994,0.0,-0.296
1671,0.0,0.0,0.0,1.0,0.0,0.0
1672,0.0,0.25,0.0,1.0,0.0,0.0
1673,0.0,0.0,0.017,0.983,0.0,-0.296
1674,0.05555555555555555,0.1111111111111111,0.019,0.973,0.008,-0.3637
1675,0.0,0.0,0.085,0.915,0.0,-0.7998
1676,0.0,0.0,0.038,0.962,0.0,-0.5267
1677,0.0,0.0,0.058,0.926,0.016,-0.7373
1678,0.05,1.0,0.0,1.0,0.0,0.0
1679,-0.8,1.0,0.025,0.975,0.0,-0.296
168,0.0,0.0,0.0,1.0,0.0,0.0
1680,0.0,0.0,0.024,0.976,0.0,-0.5267
1681,0.0,0.0,0.045,0.955,0.0,-0.5423
1682,0.0,0.0,0.0,1.0,0.0,0.0
1683,0.375,0.75,0.032,0.887,0.081,0.8233
1684,0.0,0.0,0.029,0.971,0.0,-0.5423
1685,0.0,0.0,0.025,0.94,0.035,0.2342
1686,0.0,0.0,0.027,0.959,0.014,-0.4356
1687,0.05,1.0,0.058,0.942,0.0,-0.5267
1688,0.0,0.0,0.054,0.946,0.0,-0.7088
1689,0.0,0.0,0.088,0.883,0.029,-0.5994
169,0.1,0.65,0.015,0.977,0.007,-0.5574
1690,0.03333333333333333,0.20000000000000004,0.017,0.941,0.042,0.4767
1691,0.0,0.0,0.013,0.987,0.0,-0.296
1692,0.0,0.0,0.06,0.94,0.0,-0.6808
1693,0.0,0.0,0.028,0.972,0.0,-0.5267
1694,0.0,0.0,0.021,0.979,0.0,-0.3595
1695,0.0,0.0,0.021,0.979,0.0,-0.4184
1696,0.0,0.0,0.028,0.972,0.0,-0.5423
1697,0.0,0.0,0.05,0.95,0.0,-0.5267
1698,0.0,0.0,0.061,0.939,0.0,-0.296
1699,0.0,0.0,0.019,0.981,0.0,-0.3595
17,0.0,0.0,0.013,0.987,0.0,-0.8126
170,0.5,1.0,0.048,0.952,0.0,-0.886
1700,0.0,0.0,0.017,0.983,0.0,-0.4724
1701,0.0,0.0,0.035,0.965,0.0,-0.5478
1702,0.0,0.0,0.047,0.953,0.0,-0.5707
1703,0.0,0.0,0.047,0.938,0.015,-0.7121
1704,0.0,0.0,0.0,1.0,0.0,0.0
1705,0.0,0.0,0.0,1.0,0.0,0.0
1706,0.0,0.0,0.013,0.987,0.0,-0.296
1707,0.0,0.0,0.035,0.965,0.0,-0.5707
1708,0.16666666666666666,0.3333333333333333,0.009,0.986,0.004,-0.3595
1709,0.0,0.0,0.0,1.0,0.0,0.0
171,-0.1,0.0,0.041,0.959,0.0,-0.9081
1710,0.0,0.0,0.011,0.989,0.0,-0.296
1711,0.0,0.0,0.04,0.96,0.0,-0.6808
1712,0.05,1.0,0.022,0.978,0.0,-0.3595
1713,0.125,0.7,0.065,0.912,0.023,-0.7853
1714,0.0,0.0,0.045,0.955,0.0,-0.7998
1715,0.0,0.0,0.044,0.956,0.0,-0.7783
1716,0.0,0.0,0.013,0.987,0.0,-0.4184
1717,0.0,0.0,0.0,1.0,0.0,0.0
1718,0.1111111111111111,0.25555555555555554,0.026,0.974,0.0,-0.5707
1719,0.0,0.0,0.03,0.97,0.0,-0.296
172,0.05,1.0,0.034,0.966,0.0,-0.7783
1720,0.0,0.0,0.04,0.96,0.0,-0.8743
1721,0.0,0.0,0.0,0.956,0.044,0.6792
1722,0.0,0.0,0.048,0.926,0.026,-0.2924
1723,0.0,0.0,0.014,0.986,0.0,-0.4809
1724,0.0,0.0,0.038,0.962,0.0,-0.6458
1725,0.0,0.0,0.0,1.0,0.0,0.0
1726,0.0,0.0,0.023,0.977,0.0,-0.5267
1727,0.0,0.0,0.014,0.986,0.0,-0.296
1728,0.0,0.0,0.017,0.983,0.0,-0.296
1729,0.0,0.0,0.042,0.958,0.0,-0.5707
173,0.375,0.5,0.006,0.986,0.008,0.2003
1730,0.05208333333333333,0.06666666666666667,0.0,0.984,0.016,0.5
1731,0.0,0.0,0.0,0.974,0.026,0.5562
1732,0.0,0.75,0.028,0.972,0.0,-0.8225
1733,0.0,0.0,0.015,0.985,0.0,-0.296
1734,0.03333333333333333,0.06666666666666667,0.023,0.949,0.028,0.128
1735,0.0,0.0,0.034,0.966,0.0,-0.7418
1736,0.20833333333333331,0.3333333333333333,0.021,0.944,0.034,0.3664
1737,0.0,0.0,0.0,1.0,0.0,0.0
1738,0.0,0.0,0.0,1.0,0.0,0.0
1739,0.0,0.0,0.042,0.852,0.107,0.8339
174,0.26666666666666666,0.45,0.042,0.951,0.006,-0.856
1740,0.020833333333333332,0.13999999999999999,0.01,0.99,0.0,-0.5411
1741,0.0,1.0,0.028,0.972,0.0,-0.296
1742,0.0,0.0,0.02,0.98,0.0,-0.296
1743,0.0,0.0,0.014,0.986,0.0,-0.296
1744,0.0,0.0,0.026,0.974,0.0,-0.5423
1745,0.0,0.0,0.061,0.939,0.0,-0.7959
1746,0.037500000000000006,0.8125,0.036,0.964,0.0,-0.9081
1747,0.25,1.0,0.018,0.982,0.0,-0.4843
1748,0.0,0.0,0.02,0.98,0.0,-0.5267
1749,0.16276041666666663,0.6666666666666666,0.01,0.928,0.062,0.9159
175,0.0,0.0,0.036,0.959,0.006,-0.8074
1750,-0.4,0.55,0.162,0.838,0.0,-0.7959
1751,0.0,0.0,0.0,1.0,0.0,0.0
1752,0.0,0.0,0.069,0.931,0.0,-0.8402
1753,0.0,0.0,0.0,1.0,0.0,0.0
1754,0.0,0.0,0.061,0.939,0.0,-0.7783
1755,0.0,0.0,0.051,0.949,0.0,-0.6908
1756,0.1,0.1,0.02,0.961,0.019,0.1531
1757,-0.4,1.0,0.021,0.941,0.038,0.3853
1758,0.0,0.5,0.026,0.953,0.021,-0.3818
1759,0.75,0.9,0.0,0.972,0.028,0.4753
176,-0.5,0.75,0.047,0.953,0.0,-0.9657
1760,0.0,0.0,0.023,0.977,0.0,-0.296
1761,0.16666666666666666,0.3333333333333333,0.054,0.946,0.0,-0.8118
1762,0.0,0.0,0.027,0.973,0.0,-0.7088
1763,0.0,0.0,0.0,1.0,0.0,0.0
1764,0.0,0.0,0.0,1.0,0.0,0.0
1765,0.0,0.0,0.048,0.952,0.0,-0.8516
1766,0.0,0.0,0.053,0.947,0.0,-0.5267
1767,0.0,0.0,0.027,0.964,0.009,-0.5881
1768,0.0,0.0,0.058,0.942,0.0,-0.8225
1769,0.0,0.0,0.041,0.959,0.0,-0.7184
177,0.5,0.8333333333333334,0.026,0.974,0.0,-0.8095
1770,0.0,0.0,0.022,0.978,0.0,-0.296
1771,0.0,0.0,0.0,1.0,0.0,0.0
1772,-0.075,0.6,0.028,0.972,0.0,-0.6249
1773,0.12000000000000002,0.22000000000000003,0.026,0.955,0.019,-0.5837
1774,0.04166666666666667,0.5333333333333333,0.017,0.983,0.0,-0.3612
1775,0.0,0.0,0.018,0.982,0.0,-0.296
1776,0.0,0.0,0.022,0.978,0.0,-0.5267
1777,0.0,0.0,0.055,0.933,0.011,-0.7361
1778,-1.0,1.0,0.0,0.969,0.031,0.658
1779,0.016666666666666673,0.2333333333333333,0.0,1.0,0.0,0.0
178,0.0,0.0,0.031,0.969,0.0,-0.8439
1780,0.0,0.0,0.031,0.969,0.0,-0.5707
1781,0.0,0.0,0.038,0.962,0.0,-0.8932
1782,0.0,1.0,0.0,1.0,0.0,0.0
1783,0.0,0.0,0.0,1.0,0.0,0.0
1784,0.1,0.4,0.012,0.974,0.014,0.0772
1785,0.0,0.0,0.038,0.962,0.0,-0.5848
1786,0.0,0.0,0.079,0.921,0.0,-0.5267
1787,0.0,0.0,0.034,0.966,0.0,-0.5707
1788,0.0,0.0,0.018,0.982,0.0,-0.296
1789,0.0,0.0,0.025,0.975,0.0,-0.5707
179,0.0,0.0,0.072,0.928,0.0,-0.8582
1790,0.0,0.0,0.0,1.0,0.0,0.0
1791,0.26666666666666666,0.6333333333333333,0.005,0.98,0.015,0.6369
1792,0.0,0.0,0.0,1.0,0.0,0.0
1793,0.0,0.0,0.0,1.0,0.0,0.0
1794,0.0,0.0,0.009,0.984,0.007,-0.1027
1795,0.0,0.0,0.012,0.988,0.0,-0.5267
1796,0.0,0.0,0.0,1.0,0.0,0.0
1797,0.6,0.9,0.024,0.968,0.008,-0.6124
1798,0.0625,1.0,0.015,0.985,0.0,-0.4314
1799,0.0,0.0,0.035,0.965,0.0,-0.296
18,0.0,0.0,0.023,0.961,0.015,-0.128
180,0.025,1.0,0.016,0.984,0.0,-0.7783
1800,0.05,1.0,0.02,0.98,0.0,-0.296
1801,0.0,0.0,0.003,0.997,0.0,-0.296
1802,0.0,0.0,0.016,0.984,0.0,-0.3595
1803,0.0,0.0,0.0,1.0,0.0,0.0
1804,0.0,0.0,0.077,0.923,0.0,-0.8074
1805,0.025,0.875,0.0,1.0,0.0,0.0
1806,0.0,0.0,0.019,0.981,0.0,-0.296
1807,0.0,0.0,0.028,0.972,0.0,-0.69
1808,0.0,0.0,0.027,0.973,0.0,-0.5267
1809,0.0,0.0,0.022,0.978,0.0,-0.3595
181,0.0,0.0,0.043,0.951,0.006,-0.8523
1810,0.0,0.0,0.08,0.92,0.0,-0.6808
1811,0.4166666666666667,0.7666666666666666,0.037,0.917,0.047,0.296
1812,0.0,0.0,0.03,0.961,0.009,-0.5736
1813,0.08333333333333333,0.16666666666666666,0.045,0.955,0.0,-0.7149
1814,0.0,0.0,0.035,0.965,0.0,-0.4184
1815,0.0,0.0,0.024,0.976,0.0,-0.296
1816,0.0,0.0,0.0,1.0,0.0,0.0
1817,0.0,0.0,0.031,0.969,0.0,-0.6103
1818,0.0,1.0,0.036,0.964,0.0,-0.8699
1819,0.0,0.0,0.037,0.963,0.0,-0.3818
182,0.0,0.0,0.0,0.977,0.023,0.7964
1820,0.0,0.0,0.108,0.892,0.0,-0.4184
1821,0.0,0.0,0.0,1.0,0.0,0.0
1822,0.0,0.25,0.081,0.919,0.0,-0.7959
1823,0.0,0.0,0.017,0.983,0.0,-0.296
1824,0.03333333333333333,0.06666666666666667,0.012,0.988,0.0,-0.296
1825,0.0,0.0,0.098,0.864,0.038,-0.6198
1826,0.0,0.0,0.0,1.0,0.0,0.0
1827,0.0,0.0,0.05,0.95,0.0,-0.3595
1828,0.0,0.0,0.041,0.959,0.0,-0.7418
1829,0.0,0.0,0.115,0.885,0.0,-0.5267
183,0.041666666666666664,0.06666666666666667,0.014,0.986,0.0,-0.6239
1830,0.0,0.0,0.018,0.953,0.029,0.3167
1831,0.0,0.0,0.028,0.972,0.0,-0.7339
1832,0.0,0.0,0.0,1.0,0.0,0.0
1833,0.125,0.825,0.03,0.959,0.011,-0.476
1834,0.0,0.0,0.007,0.993,0.0,-0.296
1835,0.0,0.0,0.0,1.0,0.0,0.0
1836,0.7,0.9,0.008,0.969,0.022,0.5707
1837,0.0390625,1.0,0.0,1.0,0.0,0.0
1838,0.3125,0.2,0.065,0.902,0.033,-0.7568
1839,0.0,0.0,0.0,1.0,0.0,0.0
184,0.0,0.0,0.02,0.973,0.006,-0.4588
1840,0.06354166666666669,0.5,0.028,0.972,0.0,-0.7562
1841,0.0,0.0,0.0,1.0,0.0,0.0
1842,0.0,0.0,0.0,1.0,0.0,0.0
1843,0.0,0.0,0.015,0.985,0.0,-0.296
1844,0.0,0.0,0.035,0.965,0.0,-0.6808
1845,0.0,0.0,0.0,1.0,0.0,0.0
1846,0.0,0.0,0.0,1.0,0.0,0.0
1847,0.0,0.0,0.028,0.972,0.0,-0.6407
1848,0.0,0.0,0.018,0.951,0.031,0.3769
1849,0.0,0.0,0.0,0.949,0.051,0.7412
185,0.0,0.0,0.008,0.992,0.0,-0.3736
1850,0.0,0.0,0.0,1.0,0.0,0.0
1851,0.0,0.0,0.0,1.0,0.0,0.0
1852,0.0,0.3333333333333333,0.013,0.987,0.0,-0.296
1853,-1.0,1.0,0.069,0.931,0.0,-0.8016
1854,0.2,0.4,0.032,0.943,0.025,0.5231
1855,0.0,0.0,0.0,0.937,0.063,0.7494
