,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,ID,Veracity,Author,Link,Category,Date,Tokens,Words,Types,Links Inside,Words Uppercase,Verbs,Subjuntive\Imperative Verbs,Nouns,Adjectives,Adverbs,Modal Verbs,Singular\Second Personal Pronouns,Plural First Personal Pronouns,Pronouns,Pausality,Characters,Average Sentence Length,Average Word Length,Percentage of Spelling Errors,Emotiveness,Diversity
490,490,490,490,490,144,144,true-meta-information,"Talita Fernandes, Ranier Bragon",http://www1.folha.uol.com.br/poder/2018/01/1948381-presidente-do-patriota-chama-de-vergonha-demora-de-bolsonaro-sobre-filiacao.shtml,politica,2018-05-01 00:00:00,364,327,182,None,4,48,2,95,16,16,6,0,0,16,2.46667,1554,21.8,4.75229,0.0,0.22377600000000009,0.556575
491,491,491,491,491,1440,1440,true-meta-information," Por Renan Ramalho, G1, Brasília ",https://g1.globo.com/politica/noticia/chega-ao-fim-mandato-de-4-anos-de-janot-a-frente-da-procuradoria-geral-da-republica.ghtml,tv_celebridades,2017-09-17 00:00:00,1306,1149,552,0,20,148,4,356,49,48,17,0,0,53,3.3404300000000005,5646,24.4468,4.91384,0.000870322,0.19246,0.480418
492,492,492,492,492,1441,1441,true-meta-information, Por Jornal Nacional ,https://g1.globo.com/politica/operacao-lava-jato/noticia/documentos-dos-eua-detalham-como-odebrecht-atuou-para-pagar-propina.ghtml,politica,2016-12-23 00:00:00,1857,1666,623,0,4,231,7,523,45,50,24,0,0,54,2.2738099999999997,8448,19.8333,5.07083,0.00180072,0.125995,0.37395
493,493,493,493,493,1442,1442,true-meta-information, O Estado de S.Paulo ,"http://economia.estadao.com.br/noticias/geral,oi-apresenta-3-plano-de-recuperacao-mas-grupos-preparam-alternativas,70002040233",politica,2017-12-10 00:00:00,1494,1284,570,0,20,170,7,399,77,46,23,0,0,47,3.62069,6092,22.1379,4.74455,0.00389408,0.216169,0.443925
494,494,494,494,494,1443,1443,true-meta-information, Por G1 Rio ,https://g1.globo.com/rj/rio-de-janeiro/noticia/sergio-cabral-deixa-presidio-em-benfica-rio-para-ser-levado-a-curitiba.ghtml,sociedade_cotidiano,2018-01-18 00:00:00,1413,1243,552,None,11,183,9,372,47,46,32,0,0,50,2.83333,6212,20.7167,4.99759,0.00321802,0.167568,0.444087
495,495,495,495,495,1444,1444,true-meta-information," Vera Rosa, Marcelo Osakabe, O Estado de S. Paulo ","http://politica.estadao.com.br/noticias/geral,a-unica-coisa-que-espero-hoje-e-3-a-0-pela-minha-absolvicao-diz-lula,70002163421",tv_celebridades,2018-01-24 00:00:00,1042,879,456,0,9,156,3,236,35,48,20,4,2,54,3.39583,4132,18.3125,4.7008,0.00113766,0.21173499999999998,0.518771
496,496,496,496,496,1445,1445,true-meta-information," Por Camila Bomfim, Vladimir Neto e Ana Paula Andreolla, TV Globo, Brasília ",https://g1.globo.com/politica/operacao-lava-jato/noticia/lava-jato-faz-buscas-em-escritorio-de-advogado-ligado-a-renan-calheiros.ghtml,politica,2017-04-28 00:00:00,961,848,394,0,17,104,6,293,31,23,11,0,0,29,2.825,4440,21.2,5.23585,0.0,0.13602,0.46462299999999995
497,497,497,497,497,1446,1446,true-meta-information," Por Gustavo Garcia, G1, Brasília ",https://g1.globo.com/politica/eleicoes/2018/noticia/pdt-lanca-pre-candidatura-de-ciro-gomes-a-presidencia-da-republica.ghtml,politica,2018-08-03 00:00:00,921,783,372,None,8,122,7,220,29,36,15,8,0,47,3.631580000000002,3651,20.6053,4.66284,0.00127714,0.190058,0.475096
498,498,498,498,498,1447,1447,true-meta-information," Por Adriana Justi, Bibiana Dionísio e Thais Kaniak, G1 PR, Curitiba ",https://g1.globo.com/pr/parana/noticia/moro-nega-pedido-da-defesa-de-lula-para-fazer-gravacao-em-audiencia.ghtml,sociedade_cotidiano,2017-08-05 00:00:00,1961,1695,632,0,11,280,19,469,101,71,45,2,0,90,3.09302,8340,19.7093,4.92035,0.00117994,0.22964,0.372861
499,499,499,499,499,1448,1448,true-meta-information, Eduardo Kattah e Fausto Macedo ,http://politica.estadao.com.br/blogs/fausto-macedo/ha-um-novo-codigo-penal-no-pais-o-do-autoritarismo/,politica,2018-03-19 00:00:00,1524,1321,564,0,1,257,10,305,79,96,43,18,2,150,2.15957,6130,14.0532,4.64042,0.0,0.311388,0.42694899999999997
500,500,500,500,500,1449,1449,true-meta-information, Por G1 ,https://g1.globo.com/mundo/noticia/suspeitos-de-conexao-com-ataque-em-manchester-sao-presos.ghtml,politica,2017-05-24 00:00:00,1092,929,454,None,3,157,5,269,48,36,18,1,2,55,3.19608,4591,18.2157,4.94187,0.00215285,0.197183,0.48869799999999997
501,501,501,501,501,145,145,true-meta-information,Gustavo Garcia,http://g1.globo.com/politica/noticia/2016/03/dilma-concede-entrevista-jornais-de-seis-paises-para-falar-da-crise-do-brasil.html,politica,2016-03-24 00:00:00,1120,929,416,None,3,128,3,297,56,34,18,3,0,29,4.65854,4633,22.6585,4.9870800000000015,0.00322928,0.211765,0.4477930000000001
502,502,502,502,502,1450,1450,true-meta-information," Julia Affonso, Ricardo Brandt, Mateus Coutinho e Fausto Macedo ",http://politica.estadao.com.br/blogs/fausto-macedo/moro-manda-excluir-de-processo-fonte-de-blogueiro-que-divulgou-lava-jato-contra-lula/,tv_celebridades,2017-03-23 00:00:00,1012,898,399,None,4,136,4,255,64,41,19,0,1,44,3.25714,4820,25.6571,5.3674800000000005,0.0,0.268542,0.444321
503,503,503,503,503,1451,1451,true-meta-information," Por Graziela Rezende, G1 MS ",https://g1.globo.com/ms/mato-grosso-do-sul/noticia/por-tras-da-selfie-industria-dos-cosmeticos-e-maquiagem-nao-para-de-crescer-em-ms.ghtml,sociedade_cotidiano,2018-01-31 00:00:00,2168,1848,828,0,7,282,1,543,93,110,24,15,3,120,3.07692,9164,17.7692,4.95887,0.00378788,0.246061,0.4480520000000001
504,504,504,504,504,1452,1452,true-meta-information," Alexandra Martins e Julia Lindner, O Estado de S. Paulo ","http://politica.estadao.com.br/noticias/geral,bretas-critica-lindbergh-por-conclamar-pessoas-para-atos-de-violencia,70002155884",tv_celebridades,2018-01-18 00:00:00,3234,2856,1078,0,29,429,20,810,145,128,69,0,1,173,3.25862,14198,24.6207,4.97129,0.00140056,0.22033899999999998,0.37745100000000004
505,505,505,505,505,1453,1453,true-meta-information, Por BBC ,https://g1.globo.com/educacao/noticia/o-que-e-o-educacionismo-preconceito-muitas-vezes-ignorado-contra-pessoas-menos-escolarizadas.ghtml,tv_celebridades,2018-02-21 00:00:00,1975,1757,707,None,1,327,5,412,128,126,49,2,2,168,2.79487,8984,22.5256,5.1132599999999995,0.0011382999999999999,0.343708,0.40239
506,506,506,506,506,1454,1454,true-meta-information," Ricardo Galhardo - enviado especial a Florianópolis, O Estado de S. Paulo ","http://politica.estadao.com.br/noticias/geral,apos-confrontos-durante-caravana-no-sul-lula-diz-que-petistas-vao-retribuir,70002240987",politica,2018-03-24 00:00:00,1044,931,460,0,6,149,11,269,37,41,20,3,3,54,2.40426,4501,19.8085,4.83459,0.00537057,0.186603,0.49409200000000003
507,507,507,507,507,1455,1455,true-meta-information," Por Gustavo Garcia, G1, Brasília ",https://g1.globo.com/politica/noticia/temer-diz-que-nao-viu-exageros-da-pf-na-operacao-carne-fraca.ghtml,politica,2017-03-19 00:00:00,781,650,297,0,6,102,2,183,24,37,14,0,1,24,4.09375,3374,20.3125,5.19077,0.0,0.214035,0.45692299999999997
508,508,508,508,508,1456,1456,true-meta-information," Por Mateus Rodrigues, G1 DF ",https://g1.globo.com/df/distrito-federal/noticia/crise-hidrica-e-racionamento-alertam-para-fim-da-cultura-da-abundancia-dizem-especialistas-leia-entrevista.ghtml,sociedade_cotidiano,2018-01-14 00:00:00,2529,2145,828,None,24,356,14,580,142,135,48,10,4,152,3.45946,10040,19.3243,4.68065,0.0013985999999999998,0.29594000000000004,0.38601399999999997
509,509,509,509,509,1457,1457,true-meta-information," , O Estado de S.Paulo ","http://opiniao.estadao.com.br/noticias/geral,cartas,532303",tv_celebridades,2010-01-04 00:00:00,7608,6674,2782,0,233,1002,56,1863,428,403,108,13,4,482,2.5449599999999997,33862,18.1853,5.07372,0.0235241,0.290052,0.41684099999999996
510,510,510,510,510,1458,1458,true-meta-information," Por Taís Laporta, G1 ",https://g1.globo.com/economia/negocios/noticia/jbs-vende-negocios-na-argentina-paraguai-e-uruguai.ghtml,politica,2017-06-06 00:00:00,963,856,366,0,27,76,1,294,37,16,6,0,0,24,2.97222,3953,23.7778,4.61799,0.0,0.143243,0.42757
511,511,511,511,511,1459,1459,true-meta-information," Por Erick Gimenes, G1 PR, Curitiba ",https://g1.globo.com/pr/parana/noticia/invisiveis-a-realidade-dos-albinos-brasileiros.ghtml,ciencia_tecnologia,2017-06-27 00:00:00,1522,1292,628,0,11,203,5,323,86,95,17,8,1,130,3.02632,6224,17.0,4.81734,0.000773994,0.34410599999999997,0.4860680000000001
512,512,512,512,512,146,146,true-meta-information,G1 - Brasília,https://g1.globo.com/politica/eleicoes/2018/noticia/deputado-jair-bolsonaro-anuncia-filiacao-ao-psl.ghtml,politica,2018-05-01 00:00:00,213,185,106,None,2,18,1,59,6,7,1,0,0,6,4.0,904,26.4286,4.88649,0.0,0.16883099999999998,0.572973
513,513,513,513,513,1460,1460,true-meta-information," Por Walace Lara, TV Globo, São Paulo ",https://g1.globo.com/sp/sao-paulo/noticia/vereadores-do-psdb-dizem-sofrer-pressao-para-aprovar-reforma-da-previdencia-de-sp.ghtml,politica,2018-03-27 00:00:00,654,578,291,None,2,84,6,172,25,19,8,0,1,32,2.92308,2909,22.2308,5.03287,0.0017300999999999998,0.171875,0.50346
514,514,514,514,514,1461,1461,true-meta-information," Por Ricardo Senra, BBC ",https://g1.globo.com/mundo/noticia/a-clinica-nos-eua-onde-milionarios-desconectam-filhos-viciados-em-celulares-e-internet.ghtml,tv_celebridades,2018-02-16 00:00:00,2259,1933,848,0,5,331,24,500,127,128,42,8,6,147,3.88095,9567,23.0119,4.9493,0.00103466,0.306859,0.43869600000000003
515,515,515,515,515,1462,1462,true-meta-information," Por Fabiano Costa, G1, Brasília ",https://g1.globo.com/politica/noticia/citado-na-operacao-carne-fraca-serraglio-sera-responsavel-por-combate-a-corrupcao-na-cgu.ghtml,politica,2017-05-29 00:00:00,1507,1345,542,0,24,180,4,413,65,41,24,1,0,64,2.28169,6665,18.9437,4.95539,0.00297398,0.178752,0.402974
516,516,516,516,516,1463,1463,true-meta-information," Por Laís Lis, G1, Brasília ",https://g1.globo.com/economia/noticia/repercussao-da-carne-fraca-nas-financas-da-brf-nao-preocupa-diz-presidente-da-empresa.ghtml,tv_celebridades,2018-06-03 00:00:00,452,392,211,0,7,48,2,124,31,12,2,0,0,16,2.72727,1995,17.8182,5.08929,0.00510204,0.25,0.538265
517,517,517,517,517,1464,1464,true-meta-information, ,https://g1.globo.com/economia/noticia/paises-importadores-anunciam-restricoes-a-carne-brasileira-apos-operacao-da-pf.ghtml,sociedade_cotidiano,2017-03-20 00:00:00,1798,1593,624,0,30,232,7,460,75,60,31,0,0,65,2.80822,8023,21.8219,5.03641,0.0,0.19508699999999998,0.391714
518,518,518,518,518,1465,1465,true-meta-information, Por G1 ,https://g1.globo.com/economia/noticia/uniao-europeia-vai-suspender-empresas-envolvidas-no-escandalo-de-carne-no-brasil.ghtml,politica,2017-03-20 00:00:00,1658,1474,596,0,24,217,8,428,68,53,28,0,0,62,2.78788,7527,22.3333,5.10651,0.0,0.187597,0.40434200000000003
519,519,519,519,519,1466,1466,true-meta-information," Luiz Vassallo, Julia Affonso, Ricardo Brandt, Fausto Macedo e Mateus Coutinho ",http://politica.estadao.com.br/blogs/fausto-macedo/deputado-do-pmdb-indicou-fiscal-preso-na-carne-fraca/,sociedade_cotidiano,2017-03-27 00:00:00,2948,2594,1058,0,121,360,10,762,113,109,68,4,0,134,2.95,13338,21.6167,5.14187,0.00231303,0.19786099999999998,0.407864
520,520,520,520,520,1467,1467,true-meta-information," Julia Affonso e RIcardo Brandt, enviado especial a Curitiba ",http://politica.estadao.com.br/blogs/fausto-macedo/sem-margem-a-duvida-recibos-de-lula-sao-ideologicamente-falsos-diz-procuradoria/,tv_celebridades,2017-06-10 00:00:00,1205,1058,467,0,8,157,4,302,50,38,25,0,0,47,4.08333,5343,29.3889,5.05009,0.004725899999999999,0.191721,0.441399
521,521,521,521,521,1469,1469,true-meta-information," Por Camila Bomfim, TV Globo ",https://g1.globo.com/politica/operacao-lava-jato/noticia/aecio-ofereceu-indicar-nome-da-jbs-para-diretoria-da-vale-do-rio-doce-diz-delator.ghtml,politica,2017-05-18 00:00:00,1127,1002,421,0,14,155,8,302,26,28,22,4,0,70,2.77778,4812,22.2667,4.8024,0.00199601,0.11816199999999999,0.42016000000000003
522,522,522,522,522,147,147,true-meta-information,G1 RS,https://g1.globo.com/rs/rio-grande-do-sul/noticia/estamos-aqui-para-mostrar-que-estamos-mudando-diz-pai-solteiro-que-ganhou-licenca-maternidade.ghtml,politica,2017-12-25 00:00:00,811,688,337,None,4,145,4,153,32,40,12,8,0,72,3.15385,3112,17.641,4.52326,0.00145349,0.24161100000000002,0.48982600000000004
523,523,523,523,523,1470,1470,true-meta-information, Por G1 RS ,https://g1.globo.com/rs/rio-grande-do-sul/noticia/moradores-retirados-de-predio-no-centro-de-porto-alegre-deixam-abrigo-temporario.ghtml,sociedade_cotidiano,2017-06-15 00:00:00,2749,2371,929,0,15,362,19,644,131,104,52,9,3,105,3.8969099999999997,11759,24.4433,4.95951,0.0,0.233598,0.391818
524,524,524,524,524,1471,1471,true-meta-information, Por Jornal Nacional ,https://g1.globo.com/politica/operacao-lava-jato/noticia/depoimentos-de-emilio-e-marcelo-odebrecht-confirmam-a-maior-parte-do-que-disse-palocci-a-moro.ghtml,tv_celebridades,2017-07-09 00:00:00,2514,2202,696,0,38,393,15,576,57,117,50,49,11,256,2.4761900000000003,10197,17.4762,4.63079,0.0013624000000000002,0.179567,0.316076
525,525,525,525,525,1472,1472,true-meta-information," Por Renan Ramalho, G1, Brasília ",https://g1.globo.com/politica/operacao-lava-jato/noticia/stf-nao-comenta-vazamento-e-informa-que-fachin-abriu-76-inqueritos.ghtml,politica,2017-11-04 00:00:00,413,365,183,0,8,54,3,125,13,16,10,0,0,8,2.66667,1903,20.2778,5.2137,0.0,0.162011,0.50137
526,526,526,526,526,1473,1473,true-meta-information," Por Gustavo Garcia, G1, Brasília ",https://g1.globo.com/politica/noticia/senadores-assinam-pedido-para-votar-projeto-que-poe-fim-ao-foro-privilegiado.ghtml,politica,2017-03-16 00:00:00,561,489,241,0,11,67,10,157,21,13,16,0,1,17,4.5,2447,30.5625,5.00409,0.0,0.15178599999999998,0.49284300000000003
527,527,527,527,527,1474,1474,true-meta-information," Por Fabiano Costa, G1, Brasília ",https://g1.globo.com/politica/noticia/lista-de-janot-deve-ser-entregue-nesta-terca-ao-gabinete-de-fachin.ghtml,politica,2017-03-21 00:00:00,943,752,371,0,36,77,2,294,21,22,14,0,0,22,5.96875,3653,23.5,4.85771,0.0,0.11590299999999999,0.49335100000000004
528,528,528,528,528,1475,1475,true-meta-information," Daiene Cardoso, O Estado de S.Paulo ","http://politica.estadao.com.br/noticias/geral,ccj-da-camara-se-antecipa-ao-stf-e-aprova-pec-que-acaba-com-foro-privilegiado,70002093437",politica,2017-11-22 00:00:00,905,780,386,0,17,120,7,249,53,18,18,1,1,39,3.90625,4028,24.375,5.1641,0.0,0.192412,0.49487200000000003
529,529,529,529,529,1476,1476,true-meta-information, Por France Presse ,https://g1.globo.com/mundo/noticia/santos-pede-exposicao-de-suas-contas-de-campanha-por-caso-odebrecht.ghtml,economia,2017-03-15 00:00:00,412,365,193,0,5,57,6,113,11,8,9,0,0,20,3.3571400000000002,1903,26.0714,5.2137,0.0,0.111765,0.528767
530,530,530,530,530,1477,1477,true-meta-information," Por Lucas Soares, Régis Melo e Samantha Silva, G1 Sul de Minas ",https://g1.globo.com/mg/sul-de-minas/noticia/apos-decisao-do-stf-goleiro-bruno-se-apresenta-a-policia-de-varginha.ghtml,sociedade_cotidiano,2017-04-25 00:00:00,764,671,305,None,7,110,2,172,13,39,16,2,1,47,2.58333,3035,18.6389,4.5231,0.0,0.184397,0.454545
531,531,531,531,531,1478,1478,true-meta-information, José Nêumanne ,http://politica.estadao.com.br/blogs/neumanne/churrasquinho-na-laje/,tv_celebridades,2017-12-07 00:00:00,1904,1663,735,0,39,213,5,537,75,70,23,2,0,66,3.25676,8001,22.47300000000001,4.81118,0.00240529,0.193333,0.44197200000000003
532,532,532,532,532,1479,1479,true-meta-information," Por Nicolás Satriano, G1 Rio ",https://g1.globo.com/rio-de-janeiro/noticia/deputados-avaliam-entrevista-de-picciani-e-impeachment-de-pezao-entra-no-debate.ghtml,tv_celebridades,2017-06-22 00:00:00,1876,1615,705,None,11,241,12,477,68,78,31,2,0,94,3.2625,7949,20.1875,4.9219800000000005,0.000619195,0.203343,0.436532
533,533,533,533,533,148,148,true-meta-information,Renan Ramalho,https://g1.globo.com/politica/noticia/alexandre-de-moraes-propoe-ao-stf-restricao-menor-ao-foro-privilegiado-para-politicos.ghtml,politica,2017-11-23 00:00:00,307,266,131,None,5,45,5,85,13,11,4,0,0,8,3.72727,1386,24.1818,5.21053,0.0,0.184615,0.4924810000000001
534,534,534,534,534,1480,1480,true-meta-information, Por RBS TV ,https://g1.globo.com/sc/santa-catarina/noticia/colombo-quebra-o-silencio-e-da-entrevista-sobre-delacoes-da-odebrecht-em-nenhum-momento-pedimos-ajuda-de-caixa-2.ghtml,politica,2017-04-18 00:00:00,1835,1581,623,0,16,269,14,411,52,97,43,4,9,138,3.21519,7829,20.0127,4.95193,0.0,0.21911799999999998,0.394054
535,535,535,535,535,1481,1481,true-meta-information," Por Régis Melo, Lucas Soares e Samantha Silva, G1 Sul de Minas ",https://g1.globo.com/mg/sul-de-minas/noticia/ele-nao-precisa-ser-cacado-diz-advogado-do-goleiro-bruno-apos-reuniao-com-juiz.ghtml,sociedade_cotidiano,2017-04-26 00:00:00,698,618,295,0,3,88,4,180,18,29,17,0,2,21,2.58065,2870,19.9355,4.64401,0.00161812,0.175373,0.477346
536,536,536,536,536,1482,1482,true-meta-information, Por G1 PR ,https://g1.globo.com/politica/operacao-lava-jato/noticia/gilberto-kassab-depoe-como-testemunha-de-defesa-de-lula-em-acao-da-lava-jato.ghtml,politica,2017-06-22 00:00:00,788,690,322,None,10,94,1,206,25,28,15,1,0,23,2.8,3480,19.7143,5.0434800000000015,0.00144928,0.17666700000000002,0.466667
537,537,537,537,537,1483,1483,true-meta-information," Por G1, Brasília ",https://g1.globo.com/politica/noticia/temer-diz-que-intervencao-total-no-rio-foi-cogitada-mas-descartada-por-ser-ato-radical.ghtml,tv_celebridades,2018-02-23 00:00:00,861,737,322,None,0,152,6,194,40,43,37,3,0,38,2.2963,3547,13.6481,4.81275,0.00407056,0.23988400000000001,0.436906
538,538,538,538,538,1484,1484,true-meta-information, Julia Affonso e Fernanda Yoneya ,http://politica.estadao.com.br/blogs/fausto-macedo/flavio-dino-diz-que-incompetencia-de-ex-governantes-levou-o-caos-a-prisoes/,sociedade_cotidiano,2017-11-03 00:00:00,507,443,236,0,2,63,0,125,36,12,13,0,0,17,2.37037,2167,16.4074,4.89165,0.0,0.255319,0.5327310000000001
539,539,539,539,539,1485,1485,true-meta-information, Por G1 Rio ,https://g1.globo.com/rj/rio-de-janeiro/noticia/justica-federal-determina-transferencia-de-sergio-cabral-para-o-parana.ghtml,politica,2018-01-18 00:00:00,1103,976,440,0,8,141,8,293,29,36,24,0,0,39,2.76087,4911,21.2174,5.03176,0.0,0.14977000000000001,0.45082
540,540,540,540,540,1486,1486,true-meta-information," Por G1, Brasília ",https://g1.globo.com/politica/noticia/temer-e-marcela-pedalam-juntos-no-jaburu.ghtml,politica,2018-10-03 00:00:00,281,247,148,None,5,29,0,83,8,9,1,0,0,7,2.125,1196,15.4375,4.84211,0.0,0.15178599999999998,0.59919
541,541,541,541,541,1487,1487,true-meta-information," Por Daniel Favero e Rafaella Fraga, G1 RS ",https://g1.globo.com/rs/rio-grande-do-sul/noticia/tragedia-da-kiss-completa-5-anos-com-embate-sobre-julgamento-popular-dos-quatro-reus.ghtml,sociedade_cotidiano,2018-01-26 00:00:00,1702,1483,632,0,11,246,7,399,50,73,47,0,0,71,2.80769,7240,19.0128,4.882,0.0006743089999999999,0.190698,0.426163
542,542,542,542,542,1488,1488,true-meta-information," Adriana Ferraz, Gilberto Amendola e Ricardo Galhardo, O Estado de S.Paulo ","http://brasil.estadao.com.br/noticias/geral,seguranca-vai-para-o-centro-do-debate-eleitoral,70002192930",sociedade_cotidiano,2018-02-17 00:00:00,724,606,329,None,2,80,5,183,28,28,8,1,2,32,3.80645,2933,19.5484,4.839930000000002,0.00165017,0.212928,0.5429039999999999
543,543,543,543,543,1489,1489,true-meta-information," Por Samuel Nunes e Malu Mazza, G1 PR e RPC Curitiba ",https://g1.globo.com/pr/parana/noticia/cunha-diz-que-joesley-mentiu-a-epoca-e-que-vai-pedir-que-stf-anule-delacao-da-jbs.ghtml,sociedade_cotidiano,2017-06-19 00:00:00,996,849,384,0,8,129,6,239,37,44,21,1,0,50,3.4186,4063,19.7442,4.78563,0.0,0.22010900000000005,0.452297
544,544,544,544,544,149,149,true-meta-information,Renan Ramalho,https://g1.globo.com/politica/noticia/stf-tira-de-moro-denuncias-contra-geddel-cunha-e-rocha-loures.ghtml,politica,2017-12-19 00:00:00,1872,1636,683,None,20,263,11,452,63,84,35,9,8,97,3.42029,7933,23.7101,4.849019999999999,0.00122249,0.205594,0.41748199999999996
545,545,545,545,545,1490,1490,true-meta-information, Por G1 ,https://g1.globo.com/agenda-do-dia/noticia/terca-feira-12-de-setembro.ghtml,politica,2017-12-09 00:00:00,662,590,345,0,11,71,2,186,22,23,6,0,0,17,2.0,2832,16.3889,4.8,0.00338983,0.175097,0.584746
546,546,546,546,546,1491,1491,true-meta-information," Por Guilherme Mazui, G1, Brasília ",https://g1.globo.com/politica/noticia/defesa-de-lula-diz-que-fez-apelo-a-fachin-por-acao-preventiva-contra-prisao.ghtml,politica,2018-08-02 00:00:00,653,596,269,None,20,82,9,181,16,17,17,0,1,18,2.28,2763,23.84,4.63591,0.0,0.125475,0.451342
547,547,547,547,547,1492,1492,true-meta-information, Por G1 ,https://g1.globo.com/politica/operacao-lava-jato/noticia/delatores-dizem-que-odebrecht-pagou-para-ter-influencia-no-bndes-e-na-camex.ghtml,tv_celebridades,2017-04-21 00:00:00,2688,2351,855,None,37,348,16,701,84,82,27,5,1,142,2.93043,11820,20.4435,5.02765,0.00212675,0.158246,0.363675
548,548,548,548,548,1493,1493,true-meta-information," Por Gustavo Garcia, G1, Brasília ",https://g1.globo.com/politica/noticia/22-senadores-pedem-retirada-da-urgencia-de-projeto-do-abuso-de-autoridade.ghtml,politica,2016-06-12 00:00:00,589,504,269,None,22,55,6,188,13,12,5,0,0,22,4.72222,2562,28.0,5.08333,0.0,0.102881,0.53373
549,549,549,549,549,1494,1494,true-meta-information," Por Filipe Matoso, G1, Brasília ",https://g1.globo.com/politica/noticia/temer-e-aliados-colecionam-gafes-durante-a-semana-veja-declaracoes.ghtml,politica,2017-11-03 00:00:00,942,797,389,0,11,105,5,247,37,27,9,0,0,33,4.83333,3887,26.5667,4.87704,0.00125471,0.181818,0.48808
550,550,550,550,550,1495,1495,true-meta-information, Redação Internacional ,http://internacional.estadao.com.br/blogs/radar-global/cronologia-o-programa-de-misseis-da-coreia-do-norte/,politica,2017-04-09 00:00:00,1040,907,326,0,10,79,0,273,66,15,8,0,0,27,2.11111,4138,14.3968,4.56229,0.0,0.23011399999999999,0.359427
551,551,551,551,551,1496,1496,true-meta-information," Ricardo Brandt, Fábio Serapião, Rafael Moraes Moura e Beatriz Bulla ",http://politica.estadao.com.br/blogs/fausto-macedo/decisao-do-stf-sobre-delacoes-pode-abrir-corrida-por-acordos-na-pf/,politica,2017-07-12 00:00:00,1673,1491,628,None,36,224,6,452,63,44,33,1,0,75,2.9836099999999997,7227,24.4426,4.84708,0.0,0.15828399999999998,0.42119399999999996
552,552,552,552,552,1497,1497,true-meta-information," Por John Pacheco, G1 AP, Macapá ",https://g1.globo.com/ap/amapa/noticia/investigados-definiam-meta-de-propina-para-liberar-garimpos-no-amapa-diz-mpf.ghtml,politica,2018-02-15 00:00:00,977,864,428,None,21,111,2,283,40,21,14,0,0,21,3.05405,4404,23.3514,5.09722,0.0,0.15482200000000002,0.49537
553,553,553,553,553,1498,1498,true-meta-information," Por Gustavo Garcia, G1, Brasília ",https://g1.globo.com/politica/noticia/requiao-ve-covardia-do-senado-se-projeto-do-abuso-de-autoridade-sair-da-pauta.ghtml,politica,2016-05-12 00:00:00,1217,1040,440,None,3,144,17,334,51,34,12,0,0,49,4.1162800000000015,5177,24.186,4.97788,0.0,0.177824,0.42307700000000004
554,554,554,554,554,1499,1499,true-meta-information, Por BBC ,https://g1.globo.com/mundo/noticia/ha-um-atirador-na-escola-do-seu-filho-dois-massacres-que-marcaram-a-vida-de-uma-mae-nos-eua.ghtml,politica,2018-05-03 00:00:00,2318,1965,820,None,5,401,17,453,88,146,57,19,12,239,2.73643,9246,15.2326,4.7053400000000005,0.00203562,0.274005,0.417303
555,555,555,555,555,15,15,true-meta-information,Por G1 Rio,https://g1.globo.com/rj/rio-de-janeiro/noticia/anthony-garotinho-deixa-o-complexo-penitenciario-de-gericino-em-bangu-rio.ghtml,politica,2017-12-21 00:00:00,713,622,338,None,4,107,1,176,20,33,17,2,0,30,2.52778,2985,17.2778,4.79904,0.0,0.187279,0.543408
556,556,556,556,556,150,150,true-meta-information,Gilberto Amendola E José Fucs,"http://politica.estadao.com.br/noticias/geral,presidente-do-pen-patriota-se-diz-aliviado-com-decisao-de-bolsonaro,70002140407",politica,2018-06-01 00:00:00,584,489,266,None,6,77,0,146,26,17,9,0,0,32,4.75,2454,24.45,5.0184,0.00204499,0.192825,0.543967
557,557,557,557,557,1500,1500,true-meta-information," Por Vladimir Netto e Lucas Salomão, TV Globo e G1, Brasília ",https://g1.globo.com/politica/noticia/ao-tse-marcelo-odebrecht-diz-que-dilma-sabia-de-todas-as-doacoes-por-caixa-2.ghtml,politica,2017-03-23 00:00:00,2624,2253,696,0,16,340,13,571,74,106,39,19,2,178,3.11765,10907,18.9328,4.8411,0.00133156,0.19758499999999998,0.308921
558,558,558,558,558,1501,1501,true-meta-information," Maria Eugênia de Menezes, Especial para O Estado ","http://cultura.estadao.com.br/noticias/teatro-e-danca,mesmo-sem-sabor-de-novidade-o-rei-da-vela-surpreende-ao-tracar-acurado-retrato-da-atual-crise,70002075754",tv_celebridades,2017-08-11 00:00:00,974,858,473,0,2,120,3,244,59,31,11,0,3,66,2.1886799999999997,4061,16.1887,4.7331,0.0,0.2472530000000001,0.5512819999999999
559,559,559,559,559,1502,1502,true-meta-information, Por G1 Tocantins ,https://g1.globo.com/to/tocantins/noticia/jovem-morto-pela-pm-apos-empinar-moto-tinha-fotos-de-manobras-em-rede-social.ghtml,sociedade_cotidiano,2018-09-01 00:00:00,744,680,348,0,10,145,3,180,31,25,29,0,0,22,1.77778,3204,18.8889,4.71176,0.0,0.172308,0.5117649999999999
560,560,560,560,560,1503,1503,true-meta-information, José Nêumanne ,http://politica.estadao.com.br/blogs/neumanne/pane-mental-no-texas/,tv_celebridades,2017-06-11 00:00:00,1551,1385,720,0,2,179,13,378,128,78,20,2,0,85,3.32,6892,27.7,4.97617,0.00144404,0.369838,0.519856
